text,annotation_43,annotation_44,annotation_45,annotation_46
Pass all CSUDH Students for Spring 2020 with an A letter grade,lockdowns,,,lockdowns
"Father's Day Gift: Sebastien, Rosena and Amaika Arrived Safely with YOUR Help!",lockdowns,,,
BRING BACK THE OLD FLAMIN' HOT LAYS FORMULA,lockdowns,,,
Pakistan didn't cause the pandemic - racist British reports will increase hate crime.,masking and distancing,,,
Stop Australian Banks Charging Interest during Covid-19,lockdowns,lockdowns,lockdowns,lockdowns
Denver Public Schools: SAFE Openings - 14 Days w/o New COVID Cases,lockdowns,,lockdowns,lockdowns
Postpone UCLA Class of 2020 Commencement,lockdowns,,lockdowns,lockdowns
NO IN SCHOOL EXAM COVID-19,lockdowns,masking and distancing,masking and distancing,lockdowns
Safeguard the Right of All Laboring People to Have Support During COVID-19 Crisis,lockdowns,,,
TRUSD Must Condemn Anti-Asian and Racist Behavior,lockdowns,,,
¡Medidas MÁS SERIAS para enfrentar el COVID-19 en Miami!,lockdowns,,,
Shut Down PISD schools during Covid-19 Outbreak,lockdowns,lockdowns,lockdowns,lockdowns
Renew I Am Not Okay With This,lockdowns,,,
Scotland Back in the EU,lockdowns,,,
Government of Ghana Must Implement the National Health Laboratory Policy,lockdowns,,,
Freeze Rent for All NYC Residents,lockdowns,,,
Closure of educational institutes due to multiple outbreaks of COVID-19 in Pune .,lockdowns,lockdowns,lockdowns,lockdowns
Spring sports for International leadership of texas,lockdowns,,,
Temporary online classes for HELP students due to covid-19,lockdowns,lockdowns,lockdowns,lockdowns
Dominos Employees Demand COVID-19 Hazard Pay,lockdowns,,,
Make FUHSD Classes Accessible Online,lockdowns,,lockdowns,lockdowns
To impeach Governor Ron DeSantis for neglecting his duty to protect Floridians from COVID,lockdowns,,,
Partial Refund of Fees for Curtin University Malaysia,lockdowns,lockdowns,lockdowns,
ICE: Do not deport International Students,lockdowns,,,
Free data for students,lockdowns,,,
300 Trees being removed for redevelopment by Kejriwal Ji's Govt in Ayur Vigyan Nagar Delhi,lockdowns,,,
A CALL TO ACTION FOR ESSENTIAL HEALTH & FITNESS. RE-OPEN OUR GYMS IN ONTARIO!!!,lockdowns,lockdowns,lockdowns,lockdowns
"Anchorage, AK: Repeal Emergency Order 15 to Help Our Community",masking and distancing,,,
COVID-19 TOTAL ENTRY BAN: ZAMBIA MUST CLOSE ITS BORDERS AND AIRPORTS IMMEDIATELY,lockdowns,lockdowns,lockdowns,lockdowns
No detriment policy for UWE Bristol,masking and distancing,"masking and distancing,lockdowns",lockdowns,
FDA expedite review and approval of lifesaving Cuban antiviral for COVID-19,vaccination,vaccination,vaccination,vaccination
Zero Percent Interest on Credit Cards during COVID19,lockdowns,,,
"Make Corona Testing Free in India.
(Including Pvt. Hospitals and Clinics)",masking and distancing,,,
Petition for Nirma University to take preventive action against COVID 19,masking and distancing,,lockdowns,
Hazard Pay and Family Leave for Walgreens Employees,masking and distancing,,,
"4-POINT THOMASIAN DEMANDS: FIGHT FOR OUR WELL-BEING, LIVELIHOOD, AND DEMOCRATIC RIGHTS!",masking and distancing,lockdowns,lockdowns,
Make masks mandatory in South Carolina,masking and distancing,masking and distancing,masking and distancing,masking and distancing
Pay PetSmart Employees While on Leave,lockdowns,,,
"Wedding, Event & Creative Professionals Covid-19 Relief Fund",lockdowns,,,lockdowns
Dental Hygiene High Risk Occupation for exposure to COVID/19 Ensuring Personal Safety,masking and distancing,,masking and distancing,masking and distancing
Allow college students to pass during the COVID-19 pandemic.,lockdowns,,,
HBUHSD DISTRICT SHUTDOWN FOR COVID-19 (CORONAVIRUS),lockdowns,lockdowns,lockdowns,lockdowns
Support Peoria Academy During The COVID-19 Crisis,lockdowns,,,
Concerning the Safety of Soccer in a Covid-19 World - A Letter to Governor DeWine,masking and distancing,masking and distancing,lockdowns,
Suspend Online Classes or Refund Our Money,lockdowns,,,lockdowns
Keep kids in extra curricular activities in ND.,lockdowns,masking and distancing,"masking and distancing,lockdowns",
COVID-19 crisis -more Australian music to be played on Australian radio.,lockdowns,,,
Extend financial package to cover losses of covid19 lockdown to small businessman also....,lockdowns,lockdowns,lockdowns,lockdowns
Australian Medical Schools Must Consider an Opt In/Opt Out System for 2020 GPA Results,lockdowns,,,
COVID-19:Provide Work From Home to all employees before it's too LATE. Health is important,lockdowns,masking and distancing,lockdowns,masking and distancing
Make small grants/funding available for Self Employed & Freelancers during COVID-19,lockdowns,,lockdowns,
Το Σπίτι Δεν Είναι Ασφαλές Για Όλες / Home Is Not Safe For All,lockdowns,,,
Partial tuition refund due to the COVID-19 virus causing classes to go online,lockdowns,,lockdowns,lockdowns
Bryn Mawr College COVID-19 Credit/No Credit Spring Semester,lockdowns,,lockdowns,
"Save Our Future Teachers - Support, & Share",lockdowns,,,
Save Services for Those with Developmental Disabilities During Covid-19,lockdowns,,,
PASSING GRADES FOR ALL STUDENTS FOR THE SPRING 2020 SEMESTER!,lockdowns,,,
Kenyan Citizens requesting IMF to withhold any loans or grants to the government of Kenya!,lockdowns,lockdowns,lockdowns,
Tell west Virginia representatives to not make hazelton/gilmer prison a quarantine site,lockdowns,,,
Save Georgia Disability Services,lockdowns,,,
Protect Doctors Nurses & Medics against punitive litigation during & after COVID-19 Crisis,masking and distancing,,,
Safe Staffing during COVID at Emanate,masking and distancing,masking and distancing,masking and distancing,masking and distancing
Help International Students Stay at The University of Texas at Austin!,lockdowns,"masking and distancing,lockdowns",lockdowns,
The Immediate Issue of Travel Documents for Sarah's children to come to Canada,lockdowns,,,
Environmental Impact Assessment Notification 2020-Withdrawal,lockdowns,,,
ISO: Give engineers the Standards needed to build ventilators in fight against COVID-2019,masking and distancing,,,
Protect People in Long-Term Care,vaccination,,,
Please facilitate 14-days-self-quarantine of Iranian new immigrants,lockdowns,masking and distancing,,
Waive EDD False Statement Penalty Weeks during COVID 19 for Claimants in Good Standing,lockdowns,,lockdowns,
Bring back McDonald's SNACK WRAPS!,lockdowns,,,
Pay rise for frontline NHS staff tackling COVID-19,"masking and distancing,lockdowns",masking and distancing,lockdowns,
Allow Cigarettes and Tobaccos during COVID-19 lockdowns,lockdowns,lockdowns,lockdowns,lockdowns
Family pleads for compassionate visits in father's dying days,lockdowns,,,
"Immediately Enact Vegan Law to Stop COVID-19, Climate Change, Rescuing Our World!",lockdowns,,,
Time to Save the New York YMCA Camp from Potential Sale,lockdowns,,,
Supermarkets: Stop Selling Suffering!,lockdowns,,,
Give Oregon Kids What They Need to Learn to Read!,masking and distancing,,,
Allow spa and leisure facilities to demonstrate that they can reopen safely.,lockdowns,,lockdowns,lockdowns
Compensate hospital locums and locum GPs from Covid 19 self-isolation income loss,lockdowns,,,
Removal of payment of compulsory payment of ₦52000 covid test upon arrival in Nigeria.,lockdowns,,,
Levez les sanctions contre l’Iran pour lutter contre l’épidémie de coronavirus !,masking and distancing,,,
Freeze rents & mortgages for the duration of Coronavirus,lockdowns,,,
COVID-19: BE PROACTIVE NOT REACTIVE,lockdowns,,,
Require Vaccination Options for WA Teachers & Students before returning to school.,vaccination,vaccination,vaccination,vaccination
Respiratory Therapists Deserve Hazard Pay,lockdowns,,,
Relaxation in EMI due to COVID-19. Appeal to Govt. of India for 6 months relief.,lockdowns,lockdowns,lockdowns,lockdowns
Support Louisiana Vote-By-Mail,lockdowns,,,
Stop Evictions in Whittier - COVID-19,lockdowns,,,
PASS/FAIL Grading Option for Spring 2020 Semester at the University of Miami,lockdowns,,,
30% Pay Cut for Top 10 City Managers,lockdowns,,,
Justice For Jamaicans Against the Jamaica Public Service (JPS),lockdowns,,,
"#MoveAsOne: Affordable, Efficient, and Humane Public Transportation for Filipinos",lockdowns,,,
Give NAIA Athletes Another Year of Eligibility,lockdowns,,,
Support and clear guidance for the reopening of baby and toddler classes and groups.,lockdowns,,,lockdowns
"UArizona COVID-19 Response from Coalition of Concerned Faculty, Staff, and Students",masking and distancing,,,
COVID and Poverty,lockdowns,,,
Keep independent Texas restaurants alive during COVID-19,lockdowns,masking and distancing,lockdowns,lockdowns
Allow Tattoo Shops in NV to reopen in Phase 2,lockdowns,,lockdowns,lockdowns
Sailors need lifesavers too!!! Wake up world!!!,lockdowns,,,
Save Tennessee’s Zoos and Aquariums,lockdowns,,,
Doug Ford: Allow Horse Racing to Continue,lockdowns,,,
Shift semester end exams in VTU colleges to online mode due to pandemic situation.,lockdowns,,lockdowns,lockdowns
President Trump: Fight for Monthly Stimulus Payments and be a Hero to the People,lockdowns,,,
Justice for EMS,lockdowns,,,
Ask Gov. Polis to announce a COVID-19 Relief Package for Food & Bev,lockdowns,,lockdowns,
Stop Exposing Sanitation Workers through Open Bin Garbage Collection,masking and distancing,,,masking and distancing
Shut down and clean Amazon facilities that test positive for COVID-19 EWR9,lockdowns,,,lockdowns
Illinois for Remote Learning,lockdowns,,lockdowns,lockdowns
Pay the £500 bonus to all Scottish healthcare workers,lockdowns,,,
LAX Employee Busses & COVID-19 Precautions,lockdowns,,masking and distancing,masking and distancing
"Help St John become fully funded, it's a travesty they aren't already!",lockdowns,,,
International healthcare workers to be able to relocate overseas with minimal ielts hussle,lockdowns,,,
Pay the Student Nurses and Midwives,lockdowns,,,
Suppression totale des prélèvements CARMF pendant la durée de la crise Covid,masking and distancing,,,
Shut Down UVIC and Keep Students Safe,lockdowns,masking and distancing,"masking and distancing,lockdowns",lockdowns
DO NOT OPEN OUR SCHOOLS DURING COVID-19 CRISIS,lockdowns,lockdowns,lockdowns,lockdowns
The Iranian people suffering from Coronavirus; Lift All Medical Sanctions Now,lockdowns,,,lockdowns
NOW! Support House Resolution 151 to protect AAPI communities from hate and bias attacks.,masking and distancing,,,
Hundred of Myanmar doctors are in turmoil for UK job/exams due to closure of local VFS,lockdowns,lockdowns,,lockdowns
GOV. BROWN: OPEN POOLS IN OREGON TO COMPETITIVE SWIMMERS IN PHASE 1,lockdowns,lockdowns,lockdowns,
Request to Make NC A&T Spring 2020 Courses Pass/Fail due to COVID-19,lockdowns,,lockdowns,lockdowns
De-Densify Cornell's Ithaca Campus By Rescinding Jessica Zhang '24 Acceptance,lockdowns,,,
#FlattenTheCurve: Order Stricter Implementation of “Work From Home” in Companies,lockdowns,masking and distancing,"masking and distancing,lockdowns",masking and distancing
GYMS VS. THE STATE OF ALABAMA,lockdowns,,,
A law to close entertainment venues during the COVID-19 outbreak to safeguard jobs.,lockdowns,lockdowns,lockdowns,lockdowns
Keep Doulas in the Hospital Supporting Moms during COVID-19,lockdowns,,"masking and distancing,lockdowns",
Cancellation of final year exams as the risk of Covid 19 spread have increased.,lockdowns,,,lockdowns
"Pettion to Allow for Outdoor, Socially Distanced Workouts",masking and distancing,masking and distancing,lockdowns,
"In wake of COVID-19 slowdown, guarantee the American people a Universal Basic Income",lockdowns,,,
Cancel Rent and Mortgage Payments during Covid-19,lockdowns,lockdowns,lockdowns,lockdowns
HOLD INDIA ACCOUNTABLE FOR HUMAN RIGHTS VIOLATIONS IN KASHMIR,lockdowns,,,
Change USF Class Grading to Mandatory Pass/Fail for Spring 2020  Due to COVID-19,lockdowns,lockdowns,lockdowns,lockdowns
Urgent resources for COVID-19 in Indigenous Communities,masking and distancing,,,
Petition to reconsider the decision of eliminating the University of Hartford Spirit teams,lockdowns,,,
FLORIDA PRISONERS COVID-19,lockdowns,,,
$2000/month to every American #moneyforthepeople #covid19,lockdowns,,,
Ontario needs to allow salons to open before they lose their businesses!,lockdowns,lockdowns,lockdowns,lockdowns
Temporary Hazard Pay For Grocery Workers During COVID-19 Pandemic,lockdowns,,lockdowns,
BAME LEADERSHIP: A DEMAND FOR A COVID-19 RACE EQUALITY STRATEGY,lockdowns,,,
Force Banks to Give Mortgage & Payment Holiday,lockdowns,,,
Bring back Maldivians stranded in Malaysia due to Covid 19,lockdowns,lockdowns,lockdowns,lockdowns
Require masks in grocery stores to fight COVID-19,masking and distancing,masking and distancing,masking and distancing,masking and distancing
Access to Covid-19 swabbing for symptomatic NHS and frontline emergency services,lockdowns,,,
"AirAsia Should Refund Its’ Customers with Cash Refund, or at least Provide The Options",lockdowns,,,
Unmask our children,masking and distancing,masking and distancing,masking and distancing,masking and distancing
Improve the Mobile Network : Fix Minimum 4G Internet Speed,lockdowns,,,
Create a reopening plan that allows internationals to stay in the U​.​S.,lockdowns,,lockdowns,lockdowns
Audit PMCARES FUND,lockdowns,,,
Atlanta Spa Shooting of Asian Women is a Hate Crime,lockdowns,,,
"Extenuating Circumstances for international students, University of Surrey",lockdowns,,,
"Smithfield has case of COVID-19 in facility in Sioux Falls SD, should shut down for 2 week",lockdowns,lockdowns,lockdowns,lockdowns
Close Surrey School District's schools due to Coronavirus spread,lockdowns,lockdowns,lockdowns,lockdowns
Make school covid-19 safe,lockdowns,masking and distancing,masking and distancing,
Stop the Corona Virus: Close the New Zealand borders: Save the local economy,lockdowns,lockdowns,lockdowns,lockdowns
Don’t force students to physically attend school on May 16 in New Jersey.,lockdowns,,,
Shutdown PartyTown Guelph to prevent the spread of COVID-19,lockdowns,lockdowns,lockdowns,lockdowns
Priority covid-19 testing for healthcare workers with symptoms,lockdowns,,,
Africa WILL NOT be the testing ground for the Covid-19 vaccine,masking and distancing,vaccination,vaccination,vaccination
Shut Down Alabama,lockdowns,lockdowns,lockdowns,lockdowns
Save the Graffiti Highway,lockdowns,,,
Compensation for Covid-19 fedEx Ground Drivers.,lockdowns,lockdowns,,
Cancel AHSEC board exam,lockdowns,,,lockdowns
Prepping for Tourism Re-Opening to Avoid a COVID-19 Hotspot at Laniakea Beach,lockdowns,,lockdowns,lockdowns
"Declaration for Change:
Families Advocating for Compassionate Eldercare (FACE)",vaccination,,,
Suspend Boston Exam School Admissions Testing for One Year!,lockdowns,,,
Corona-Schutz für Obdachlose - sofortige Unterbringung benötigt!,lockdowns,lockdowns,lockdowns,
Covid-19 Impfung für Schwangere!,masking and distancing,,,
STOP the Construction of a New Hog Confinement in Poweshiek! Save Our Air and Water!,lockdowns,,,
Temporary Moratorium on Evictions Due to COVID-19 Financial Hardships,lockdowns,,lockdowns,
Cancel Utility Payments for Belizean Households,lockdowns,lockdowns,lockdowns,
Extended Temporary bonus COVID-19 Pay,lockdowns,,,
Dentistry in South Africa needs your help after the COVID-19 pandemic!,vaccination,,,
Food companies need to set purchase limits!,lockdowns,,lockdowns,
NHS Payrise post Covid - 19,lockdowns,,,
Subir el limite en los ayudas de alquilar,lockdowns,,,
Protect our Healthcare workers during the COVID-19 War!,lockdowns,,,
Personal protective equipment (PPE) is essential to protect health care workers,masking and distancing,masking and distancing,masking and distancing,
Close Schools during the COVID-19 pandemic,lockdowns,lockdowns,lockdowns,lockdowns
Immediate Relief for Rent/Mortgage/Utility Bills in Michigan due to COVID-19,lockdowns,,,
Loan forgiveness for nurses actively working during Covid -19,lockdowns,,,
Get lawmakers to take action on homelessness,masking and distancing,,,
India can defeat COVID-19 with more investments in nutrition,masking and distancing,,,
Banks should freeze mortgage to survive the current COVID-19 shutdown.,lockdowns,,lockdowns,lockdowns
Save weddings & events! Create an Advisory Group to consult on safely reopening Ohio,lockdowns,,lockdowns,lockdowns
Stop the immigration ban of Doctors and Nurses and lift the deployment ban for HCWs,lockdowns,,,
Allow 17 Year Olds to Receive Their Driver's License In New Jersey Without The Road Test,,masking and distancing,"masking and distancing,lockdowns",
Second chance for seniors!,lockdowns,,,
Elderly Woman Battling Breast Cancer Needs Urgent Commutation of Sentence,masking and distancing,,,
Federal Assistance for Regional Airlines,lockdowns,,,
Close Beaverton School District COVID 19,lockdowns,lockdowns,lockdowns,lockdowns
Allow Ontario's young athletes a safe return to sports,lockdowns,,lockdowns,
Postponement of GATE 2021 exam due to pandemic situations,lockdowns,,lockdowns,lockdowns
ECFMG Certification without Step 2 CS,lockdowns,,,
Fair treatment of freelance artists during the COVID-19 crisis,lockdowns,,,lockdowns
temporary close campus due to concerns of coronavirus(COVID-19),lockdowns,lockdowns,lockdowns,lockdowns
Reform of the Dental Council of New Zealand,lockdowns,,,
Arizona Suspend mortgage/rent and utility bills during mandatory Coronavirus shut down,lockdowns,lockdowns,lockdowns,lockdowns
#CloseCrownCasino during the Coronavirus Pandemic,lockdowns,lockdowns,lockdowns,lockdowns
COVID-19: Demand Serious Action on Health Crisis!,masking and distancing,,,
"Lakehead, Help Students During COVID-19",lockdowns,,,
Utah: Slow the COVID-19 Spread with Mandatory Masks,masking and distancing,masking and distancing,masking and distancing,masking and distancing
Force Dillard’s to close their Doors,lockdowns,,,
Make July 2021 Graduation Happen for Uni of Liverpool Students!,lockdowns,,masking and distancing,lockdowns
Clear the California DMV Backlog: Allow Licensed Driving Instructors to Approve Drivers,lockdowns,,,
Reunir fondos para llevar a mi mamá a un hospital particular para que la atiendan,masking and distancing,,,
Shut down schools in VVSD 365u due to COVID-19,lockdowns,lockdowns,lockdowns,lockdowns
"DEAR PRESIDENT UHURU, WE CAN'T BREATH!",lockdowns,,,
Open the QLD border to postcodes that have no active cases! Zero Covid = Not a hotspot!,lockdowns,,lockdowns,lockdowns
Cancellation of ib exams for generations 2020 2021,lockdowns,,,
"Suspend Rent, Mortgage, & Utility Payments During the Covid-19 (coronavirus) Pandemic",lockdowns,,lockdowns,
Appeal to reduce university tuition in JA now that classes are online amidst COVID-19,lockdowns,,lockdowns,lockdowns
Demanding Hazard Pay for Instacart Workers: The Frontline of COVID-19,lockdowns,,,
Free parking for hospital staff during COVID-19 pandemic in Canada.,lockdowns,,,
CERB Must Include Students and Seasonal Workers Unable to find Work,lockdowns,,,
Stop Increasing Rent During COVID-19,lockdowns,,,
More medical supplies needed,masking and distancing,,,
Slow/Stop Spread of COVID-19 in Milpitas (@WeAsk2Mask),lockdowns,masking and distancing,masking and distancing,
WCPSS Ignoring Parents: Tables Still Cleaned With Water Only,masking and distancing,,,
"Keith Rowley, Fire Yourself!",lockdowns,,,
COVID-19: Please allow parents to keep school children at home without repercussions,lockdowns,masking and distancing,"masking and distancing,lockdowns",
No! to Miramar Furlough,lockdowns,,,
Help International Students return to Australia before 2021!,lockdowns,,lockdowns,
Eat Healthy. Avoid pork and scavenger meat - it makes you sick.,masking and distancing,,,
Protect our migrant workers from Covid-19,lockdowns,,,
COVID 19 AND CANCELLED FLIGHTS,lockdowns,masking and distancing,lockdowns,lockdowns
Require Frequent COVID-19 Testing at Villanova,masking and distancing,,,
Help stop the destruction of 400 million-year-old Ainslie Volcanics,lockdowns,,,
Postpone or cancel VTU semester exams due to COVID-19 fears.,lockdowns,,,lockdowns
Stop the demolition of the Monument of Anti-Chico Dams Struggle Heroes,masking and distancing,,,
Make Northeastern University a Sanctuary Campus,lockdowns,,,
"LMU, do right by your students.",lockdowns,,,
St. James Town Urgently Needs Space for Food Security,lockdowns,,,
Protect the arts from economic devastation following COVID-19 closures,lockdowns,lockdowns,lockdowns,lockdowns
Don’t relax lockdown until the NHS has sufficient supplies of PPE,"masking and distancing,lockdowns",lockdowns,"masking and distancing,lockdowns",lockdowns
"CANCEL BOARD EXAMS! 
HEALTH>>EXAMS",lockdowns,,,lockdowns
Get all school staff and nurseries vaccinated over Feb half term so schools can reopen,vaccination,vaccination,"vaccination,lockdowns",vaccination
"Vote of no confidence in Willie Walsh, Alex Cruz & the British Airways Board",masking and distancing,,,
Covid-19 vs. Prisoners,lockdowns,,,
Close all New Jersey schools due to COVID-19 virus,lockdowns,lockdowns,lockdowns,lockdowns
Launch a COVID-19 Vaccination Program for the West Bank and the Gaza Strip,lockdowns,,vaccination,vaccination
Local Fire Sirens - should be heard!!,lockdowns,,,
SAVE THE PORTLAND CHILDREN'S MUSEUM,lockdowns,,,
6 Demands from NHS staff to help us tackle Coronavirus,lockdowns,,,
Make 0% Interest Student Loans Permanent,lockdowns,,,
Full Lockdown from government of Malaysia due to Covid 19 spreading.,lockdowns,lockdowns,lockdowns,lockdowns
"Support fair pay for NZ's aged care nurses - PETITION CLOSED WE REACHED 15,000! THANKS!",masking and distancing,,,
Rollins College's Spring Semester changed to PASS/FAIL grades due to COVID-19,lockdowns,lockdowns,lockdowns,lockdowns
RESCHEDULING OF IIE GRADUATION,lockdowns,,,
Justice for 89-year-old Asian American Hate Crime Victim,lockdowns,,,
India - Immediately Designate Private Hospitals as COVID Govt Hospitals Until COVID clears,masking and distancing,,lockdowns,
Save the saviors,lockdowns,,,
Save John Lewis Peterborough,lockdowns,,,
Reduce the 4700 rm quarantine charges or home quarantine for international students.,lockdowns,,,
Shut Down All B​.​C Schools Due To Covid-19,"lockdowns,lockdowns",masking and distancing,lockdowns,
Hold Town Sports International Holdings financially liable for holding accounts COVID-19,"masking and distancing,lockdowns",lockdowns,lockdowns,
Reduce OSU tuition-and-fees cost in response to COVID-19 and remote learning changes,lockdowns,,lockdowns,lockdowns
Government must honor Doctors & Frontline Workers who died as Covid Warriors with medals.,masking and distancing,,,
RECALL TEXAS GOVERNOR GREG ABBOTT,lockdowns,,,
A second stimulus check for Americans!,lockdowns,lockdowns,lockdowns,vaccination
"COVID-19 Single parents and guardians of minors must not work, the government must cover t",masking and distancing,,,
Rapid testing for COVID-19,masking and distancing,,,vaccination
uOttawa Make Pass/Fail an Option for Classes the Winter Semester due to COVID,lockdowns,,lockdowns,
Null and void the Premier League,,,lockdowns,
Free public transport for NHS staff to accompany 1% pay rise,lockdowns,,,
PM please give immediate COVID Insurance cover to all NHS staff,lockdowns,,,
SAY NO TO OSHA PROPOSED PERMANENT RULE,lockdowns,,,
(NTU) - Viewing of results before deciding to S/U,lockdowns,,,
