text,annotation_48,annotation_49,annotation_50,annotation_47
Call for Action: Defund the Winnipeg Police Service,False,False,False,False
Reinstate NCLEX Testing,False,False,False,False
STOP hydropower project in Arunachal’s bio-diverse Dibang Valley,False,False,False,False
Petition for Pass/Fail Option in Spring 2020 Courses at UTEP,False,False,False,False
¡Urgente!,False,False,False,False
COVID,False,False,False,False
Cancellation of Semester End Exams (Goa University),False,False,False,False
Release of non violent prisoners to prevent a dangerous COVID-19 outbreak in prison,True,True,False,True
"Suspension of Rent, Mortgage, & Utility Payments During the Coronavirus Pandemic",False,False,False,False
Optional Pass/Fail for UIUC,False,False,False,False
Open up Outdoor Dining,False,False,False,False
Colorado COVID-19 Housing Relief,False,False,False,False
Muhyiddin Please Resign / Muhyddin Letak Jawatan,False,False,False,False
Keep Davis School District students safe by keeping hybrid schedule.,False,False,False,False
HELP TO SHARE! UTM should conduct classes fully online! - Covid-19,False,False,False,False
Massive COVID-19 testing now!,False,False,False,False
COVID-19 ERADICATION in Australia,True,False,False,True
COVID-19 closing Casinos to contain virus,False,False,False,False
Allow Frontline Healthcare workers to keep their children.,True,False,False,False
Make it easier for families to close the accounts of a loved one who dies,True,False,False,False
"COVID-19 MAY GET ERADICATED, BUT NOT OUR UNIVERSITIES ATROCITY",False,False,False,False
ALDI USA: make COVID-19 raises permanent!,False,False,False,False
Stop Murrayfield Ice rink from closing it’s doors for good,False,False,False,False
COVID related travel restrictions in Canada,False,False,False,False
Include Sports Academies in Covid-19 Relief Fund. SAVE them from shutting down,False,False,False,False
Milwaukee should require masks in public places to protect residents,True,True,True,True
Navajo President Nez: Immediately Allow Diné Relief Efforts During COVID-19 Curfews,False,False,False,False
FIGHT POVERTY BY SUPPORTING DISTRIBUTED RESERVED CRYPTOCURRENCY IN NIGERIA.,False,False,False,False
Cancel 2021 GCSE & A-Level Exams,False,False,False,True
Rehabilitation of those affected severely by Amphan,False,False,False,False
Make Selling dogs illegal unless you are a licensed and accredited breeder,False,False,False,False
"Tell Governor Kemp: Shut down Georgia TODAY, Save Lives",False,False,False,False
Lorenzo (USC Off-Campus Student Housing) Rent Waived/Reduced due to COVID-19,False,False,False,False
Canadians Demand Interest and Debt Relief from Banks During COVID-19,False,False,False,False
Stop treatment of covid-19 patients in Wolfson Cystic Fibrosis unit,False,False,False,True
Freeze Law Society of Ontario & LAWPRO Fees due to COVID-19,False,False,False,False
Protect UNM Graduate Students amid COVID-19,False,False,False,False
"Mandatory Medical Cover, Safety Gear and Job Security For Journalists",False,False,False,True
REQUEST FOR SCHOOL CLOSURE DUE TO HIGH RISK OF COVID 19,True,False,False,False
Close Pinkerton Due To Covid-19,False,False,False,False
Запрет на перекладку плитки в 2020 году в г. Москве,False,False,False,False
North Carolina COVID-19 Housing Relief,False,False,False,False
CU Denver switching to Pass/Fail Grading in response to COVID 19,False,False,False,False
CLOSE Seattle University campus due to COVID-19 death and new cases,False,False,False,False
Cover COVID-19 treatment in #Aarogyasri Scheme,False,False,False,False
"Governor Gretchen Whitmer: Suspend Rent, Mortgage, & Utility Payments During Pandemic",False,False,False,False
Tell Solano Co. to keep community safe during COVID & send staff home for Teleworking,False,False,False,False
"équipements de protection individuelle minimale, frottis et responsabilité pour lutter!",False,False,False,True
Stop EMI Payments During Crisis,False,False,False,False
Grant work from home to IT employees around India,False,False,False,False
Open Adult Slowpitch Softball in California,False,False,False,False
Delay or start school in stages,False,False,False,False
Save Knaresborough Arts and Crafts centre,False,False,False,False
Covid-19 protection for police officers,True,True,False,True
Make the Government fund PPE for Pharmacies,False,False,False,True
MAKE GYMS ESSENTIAL,False,False,False,False
SAVE our Hokitika SPCA animal shelter from closure,False,False,False,False
Allow dog walking during SA lockdown,False,False,False,False
Release imprisoned journalists worldwide,False,False,False,False
Save Grandma from COVID,False,False,False,False
Illinois Schools Should Void 4th Quarter Grading and Pass All 2019/2020 Classes,False,False,False,False
Help Sac Library Staff Get Paid During Covid-19 Closures,False,False,False,False
Partial fee refund due to Universities closure in the midst of COVID-19 outbreak,False,False,False,False
We want the Ministry of Education to re-consider the decision for school reopening,False,False,False,False
"Justice For Mehali Pastrikos, Wade Williams & Miguel Pechay! Sentence Appeal! TF Inquest!",False,False,False,False
Government Support for NW Ontario Tourism #savesunsetcountrytourism Before It's Too Late,False,False,False,False
Protect Mirrlee's fields from a potential building development of  200 houses.,False,False,False,False
Reschedule NCAA Wrestling Tournament,False,False,False,False
"Reclassification of Micro Gyms, Pilates, and Yoga Studios in St Louis",False,False,False,False
Tax free earnings for all healthcare workers during Covid-19 crisis,False,False,False,False
UAL: Save Our Degree Show!,False,False,False,False
Change the theme of Splash Mountain ride in Disney Parks,False,False,False,False
Hair Salons to open in Marion County (Indiana) following social distancing rules,True,True,True,True
BPS  Covid Safety Metrics,False,False,False,False
Save South Norwood Library,False,False,False,False
Return high school sports to Ohio,False,False,False,False
Open Capitation Model Funding (FHO) to All Family Physicians in Ontario Urgently!,False,False,False,False
Petition to extend mid-semester break of NITJ in light of the COVID-19 outbreak,False,False,False,False
Закрыть высшие учебные заведения Москвы на карантин в связи с пандемией коронавируса,False,False,False,False
Open our Garden Centres,True,False,False,False
COVID 19 Beauty Industry Economical Impact - Canada,False,False,False,False
Covid Death Relief Fund,False,False,False,False
"Close all Australian schools, decrease the risk of COVID-19",False,False,False,False
Withdraw the freeze in hike of dearness allowance of central govt employees and pensioners,False,False,False,False
We need a Break from online classes and exams!,False,False,False,False
Covid-19 Economic Relief for Property Owners,False,False,False,False
Petition for Online Teaching in Nottingham Trent University under COVID-19 Threat,False,False,False,False
"""No detriment"" Policy for UCD",False,False,False,False
Salviamo la Repubblica dell’Arte di Frigolandia dall’assurda minaccia di sgombero,False,False,False,False
Annastacia Palaszczuk & Jeanette Young to make a national apology to Nathan Turner family,False,False,False,False
CHANGE THE AMBULANCE SERVICE STATUS FROM ESSENTIAL TO EMERGENCY AFTER COVID-19,False,False,False,False
Fair treatment for easyJet staff,False,False,False,False
Trump must resign for admitting to downplaying COVID-19,False,False,False,False
The New School: Aid Students with a Partial Tuition and Housing Refund,False,False,False,False
Release or Home Confinement for Federal Prisoners from COVID-19 Coronavirus,False,True,False,True
COVID-19 : Non à la fermeture du Parc Oméga !,False,False,False,False
Close School I dont want covid 19,False,False,False,False
Close USF campus due to the COVID-19 (coronavirus),False,False,False,False
Stop Missouri's DESE From Spending CARES Act Funding on a Standardized Test,False,False,False,False
Petition to ask Philippines Senator Koko Pimentel to resign.,False,False,False,False
Close Douglas County Schools due to COVID-19,False,False,False,False
Close South Coast Plaza Mall - Stop Covid-19,False,False,False,False
Request To Make NOVA Spring 2020 Classes Pass/Fail An Option Due to COVID-19,False,False,False,False
"Diabetes to be added in Clinically Extreme Vulnerable ""Shielding"" list for COVID 19",False,False,False,True
"Protect Haida Gwaii, and North and Central Coasts - Restrict Non-Essential Travel Now",False,False,False,False
Free and voluntary COVID-19 testing for front-line Nurses in Ghana once every week.,False,False,False,False
Open House Ban During Covid-19,False,False,False,False
URGENT: PROTECT OKLAHOMA'S INMATES FROM COVID-19 BY REDUCING OVERCROWDING,False,True,True,True
ALL colleges TEST OPTIONAL for Fall 2020 applications amid COVID-19 pandemic,False,False,False,False
Postpone UPSC CSE Prelims 2020 to August '20 amidst COVID 19 pandemic,True,False,False,False
