text,annotation_73,annotation_74,annotation_75,annotation_76
SHUTDOWN BROWARD COUNTY,lockdowns,lockdowns,,lockdowns
Make the CDC report the number of coronavirus cases per state,,,,
End Hate Crimes Against Asian Americans,,,,
"Lockdown India Completely Until 31st Mar (At least) - (Buses, Flights, Trains, Shops etc)",lockdowns,lockdowns,lockdowns,lockdowns
Cancel the 2020 St Patrick's Day Parades in Ireland to help reduce the spread of COVID-19,lockdowns,lockdowns,lockdowns,"masking and distancing,lockdowns"
Keep Yehaa Bob at Port Orleans,,,,
Allow Fall Advantage participants to arrive for the Fall program.,,,,
"Teachers, Students, and Staff are NOT Expendable",,,,
Change the 2020 Year 12 VCE Exams,lockdowns,,,
Ban Eating Dogs & Cats in China - Now.,,,,
Covid-19:   Salud a través del ejercicio!,,,,
Call for the Resignation of Los Angeles Mayor Eric Garcetti for BLM Protest Response,,,,
Lower the amount of work given to KHSD students,,,,
Cancel GEBE bills during lockdown,,lockdowns,lockdowns,lockdowns
Suspension of rent payments to students during the Coronavirus pandemic.,,,,
It now time for temples and religious institutions to donate for COVID relief,,,,
Expedite NBCOT Exam Process,,,,
“TAKE  ACTION AGAINST CORRUPTION NOW”,,,,
Pharmacy Personnel MUST be included in Gov. Wolf's COVID-19 PA Hazard Pay Grant Program!!!,,,,
University students should not have to pay last instalment of rent if they move out,,,,
Recall WI Governor Tony Evers,,,,
Transparency for Missouri beef consumers and producers,,,,
Virginia Covid-19 Mandatory Shelter in Place,lockdowns,,lockdowns,lockdowns
Open Texas Nursing Homes and Assisted Living Centers,,,,
Claps don't pay the bills - give all NHS workers a 15% pay rise #NHSPay15,,,,
Mandate PPE for Dental Hygienists NOW!,,masking and distancing,,masking and distancing
Carteret County Surf Now,,,,
"COVID-19 Pass/Fail Grading Initiative for FCPS - Frederick, MD",,,,
Provide Food and Safe Transport to Stranded Migrants during COVID-19 Lockdown,,,lockdowns,lockdowns
Save Newquay Killacourt,,,,
Mandate the collection of disaggregated health data for Canadians during COVID-19,,,,
Help Georgia Restaurants Survive COVID-19,,,,
SAVE OUR SMALL BUSINESS COMMUNITY!! Allow restaurants to be able to service outdoor dining,lockdowns,lockdowns,,lockdowns
UHC refuses to pay equitably for COVID tests,,,,
UT AUSTIN NEEDS TO CONTACT ALL RESIDENTS AND STAFF WHEN COVID-19 CASES EMERGE,,,,
Pengurangan uang sekolah selama Home Learning karena dampak ekonomi dari Covid - 19.,,,,
"COVID-19 : Give the 320,000 homeless people in the U​.​K. shelter",,,,
Review of the constitution of the South African CoVID-19 National Command Council,,,,
Save Pine Island Club,,,,
Reopen Gyms To Help Combat COVID-19,,lockdowns,lockdowns,"masking and distancing,lockdowns"
Make COVID-19 Testing Free for Senior Citizens & Subsidised for All #PatientsBeforeProfits,,,,
We want to feel safe on social media platforms,,,,
Pass/Fail Grading Option at Adelphi University in response to COVID-19,,,,
"Prisoner's in danger of Covid-19. ""Please Help""
#PrisonersLivesMatterToo",,,,
Arrest Mocha Uson for Publishing False News in her Facebook Page,,,,
COVID-19: Allow free hospital parking for BC's health care workers.,,,,
REDUCTION IN SCHOOL FEES DURING COVID-19. Schools to run at no profit no loss till then,,,,
UW 2020 Commencement,,,,
Private schools to charge 50% tuition fees for online classes.,,,,lockdowns
"Plea for $1,000,000 for COVID-19 Frontline Workers Families",,,,
Lift covid restrictions on Beauty industry!,lockdowns,lockdowns,,lockdowns
COVID - Suspend School Until We Have Clarity,lockdowns,lockdowns,lockdowns,lockdowns
For NHS senior management to protect workers from COVID-19 as a priority,,,,
Early release for Hector Jimenez via medical parole or clemency due to COVID-19,,,,
No mandatory Covid-19 vaccine in Canada,vaccination,vaccination,vaccination,vaccination
Cancelling of HITS Events during COVID pandemic,lockdowns,lockdowns,lockdowns,lockdowns
Stop the Suppression and Redirection of Covid-19 Data,,,,
Keep Community Based Adult Services (CBAS) Available in California,lockdowns,,,
"Close, Florida, close the beaches, Gov. DeSantis!",lockdowns,lockdowns,,lockdowns
Nurses must be exempted from paying tax during covid-19.,,,,
Pass all SBISD students for the spring semester,,,,
Please Close Philadelphia Public Schools due to Coronavirus/COVID-19! Safety first!,lockdowns,lockdowns,lockdowns,lockdowns
"Support and reward healthcare workers, COVID-19",,,,
Stop UC Davis From Cutting Financial Aid During a Pandemic,,,,
Ban face to face teaching at City of Glasgow College with immediate effect - COVID-19,masking and distancing,masking and distancing,lockdowns,masking and distancing
SUPPORT FOR SME WORKING DIRECTORS UNDER JOBS SUPPORT SCHEME (JSS),,,,
COVID-19 Small Business economic hardship,,lockdowns,,
Reopen The Spotlight Theatre ASAP,lockdowns,lockdowns,,lockdowns
Remove mandated bulk-billing from COVID-19 telehealth item numbers.,,,,
Open Up Private Recreational Motorcycle & ATV Areas In NY,lockdowns,lockdowns,,lockdowns
Stop Covid-19 Related Dismissals at Glasgow Colleges,,,,
Proposal to Make Alberta's Diploma Examinations Voluntary,,,,
"ICMR JRF 2020 ,DBT BET JRF 2020 and GATB 2020 got postponed now",lockdowns,lockdowns,,lockdowns
Stop the RHS Bridgewater from further culling of roe deer at their site,,,,
Joe Biden's Candidacy is Failing - We Demand a Stronger Nominee. Democrats: Act Now.,,,,
Close All Wildlife Trading Markets Globally,lockdowns,lockdowns,,lockdowns
Lift Restrictions for New Brunswickers Travelling to Nova Scotia,lockdowns,lockdowns,,lockdowns
We Demand Free Internet for ALL Low-Income Families During COVID-19,,,,
A Campaign to Protect Dover Forest!,,,,
Signez la lettre pour le retrait de la proposition de loi sur un ordre des psychologues,,,,
URGENT CALL - Release Julian Assange from Belmarsh NOW!,,,,
Amend order to allow JCPD officers to wear BDU's during PANDEMIC!,,,,
Play Fair - Let Live Music Live,lockdowns,,,lockdowns
Make Covid duty for final MBBS students voluntary,,,,
Bring back Division III National Championships,,,,
Lockdown Pakistan to Prevent COVID-19 Transmission,lockdowns,lockdowns,lockdowns,lockdowns
Cancel all further assignments and exams due to instability caused by COVID-19,,,,
Get Washington county closed because of Covid-19,lockdowns,lockdowns,lockdowns,lockdowns
Please help the residents of Guildwood Extendicare during Covid Crisis,,,,
Take back the decision to end the relationship with the Chinese scholars who fund by CSC,,,,
Stop Transport Canada rescinding covid response that allows you to stay in your vehicle,,lockdowns,,"masking and distancing,lockdowns"
Take Action to End Canada's Blood Donation Ban,,,,
COVID-19：Request For MPCSD to Close Schools for the Safety of our Community and Children,lockdowns,lockdowns,,lockdowns
"Stop Con Edison from potentially spreading Covid-19 to its workers, and the NYC public!",,masking and distancing,,
We study in online mode we want online Semester examination for every university students,lockdowns,lockdowns,,lockdowns
Enforce State and Local COVID-19 Rules in all California State Employee Workplaces,"masking and distancing,lockdowns","masking and distancing,lockdowns",,
We want the Human rights commission to lay charges of racism against Russell Kruger.,,,,
Close CCPS schools to limit spread of coronavirus.,lockdowns,lockdowns,lockdowns,lockdowns
Keep X-rays for Chiropractors for the health benefit of future patients.,,,,
Change UAlberta Classes from in person to Online due to COVID-19,lockdowns,lockdowns,lockdowns,lockdowns
Animal Charities including Wildlife Rescues deserve government support during Covid-19,,,,
Stop the relocation of a Sexually Violent Predator to Twentynine Palms!,,,,
Cancel Rent Payments in Finland for International Students during Covid-19.,,,,
Demand California Delay Implementing Cuts to Pharmacies During COVID-19 Pandemic,,,,
Hunts and shoots should not be exempt from 6 person rule + Covid-19 restrictions,"masking and distancing,lockdowns","masking and distancing,lockdowns",,masking and distancing
APPEAL COVID-19/ BEAUTY INDUSTRY,,,,
Mississippi State University students want the option for classes to be Pass/Fail,,,,
Tertiary Students of JA Appeal to Reduce Tuition 15-20% & Refund Miscellaneous/ Late Fees.,,,,
AMPLIACION DE LA BECA CONTINUIDAD DE ESTUDIOS I - II Convocatoria. BECA PRONABEC,,,,
Petition Sokongan kepada Ketua Pengarah KKM Datuk Dr. Noor Hisham Bin Abdullah,,,,
Allow EBT recipients to order groceries online during COVID-19 pandemic and beyond.,,lockdowns,,
Cancel Alberta Diploma Examinations,,lockdowns,,
The beauty industry - financial support & operational clarity from government & insurers,,,,
Potential treatment for COVID-19 should not harm Canadians living with lupus,vaccination,,,
Save Akron's Last Major Greenspace!,,,,
Allow Donna Kay Rule to compete in the NFR!,,,,
Stop classes and encourage online classes to reduce spread of COVID-19 in uniten,lockdowns,lockdowns,lockdowns,lockdowns
Hazard Pay for Wal-Mart Associates,,,,
Demand FDA Approval for Emergency Use of Ivermectin for Covid 19 Treatment,,,,
NO TO THE DISPLACEMENT OF MARIACHIS AT MARIACHI PLAZA IN BOYLE HEIGHTS!,,,,
Provide financial support for ALL Sole Traders in Victoria,,,,
Allow medical schools to proctor board exams to combat scheduling issues due to COVID-19.,,,,
Let babies travel on their mother's passport into South Africa for Medical Emergencies,,,,
Pembroke Pines utilities cost increase during COVID-19,,,,
"Give Children and Families Access to Beaches, Parks and Trails in Hawaii",lockdowns,lockdowns,,lockdowns
"Save Donderberg , Sauvons l'espace vert du Donderberg à Laeken , Red Donderberg",,,,
COVID Transparency at BYU,,,,
Postpone JEE & NEET to the end of 2020,lockdowns,lockdowns,,lockdowns
Save my dad from ICE's virus-ridden detention centers,,,,
India needs to change its stance on mental health,,,,
"No School Re-Opening, Protect Our Children",lockdowns,lockdowns,,lockdowns
"Covid-19 Minnesota families rent,mortgages, utilities,and monthly Bill's or hardships!",,,,
Varsity College must decrease their school fees by 35% because of the COVID 19 pandemic,,,,
Car Dealerships are Non-Essential During COVID-19 and should be be closed!,lockdowns,lockdowns,lockdowns,lockdowns
Hazard Pay For The Front Line,,,,
UAH: Extend a Pass/Fail Option Due to COVID-19,,,,
Maharashtra CM : Make an announcement in Reduction & Deferment of School Fees !,,,,
To allow the children of a covid victim to remain in their home.,,,,
Help convince the SUSD that Students & Teachers Need Leniency in Grading during COVID-19.,,,,
"Glasgow Life, Reconsider Library Closures",lockdowns,lockdowns,,lockdowns
Get Classes Moved To Online Due to Corona Virus (Covid-19),lockdowns,lockdowns,lockdowns,lockdowns
Release my mother due to COVID-19,,,,
"Allow venues, stadia, and hotels with Covid Controls in place to operate at capacity",lockdowns,masking and distancing,,
Stop insurance providers from rejecting doctor-recommended cancer treatment.,,,,
"Let's get back golfing, rowing, playing tennis and picnicking again Ontario.",lockdowns,,,"masking and distancing,lockdowns"
Fast food restaurants to print vehicle reg on takeaway packaging to discourage littering.,,,,
LOVE IS NOT TOURISM,,,,
#ProtectLibraryWorkers & communities: Don't reopen libraries until it's safe,lockdowns,lockdowns,,lockdowns
Darden : Financial Relief for COVID-19,,,,
Close Pepperdine due to the Covid-19 Case in California,lockdowns,lockdowns,lockdowns,lockdowns
Keep NM Garden Nurseries Open,lockdowns,,,lockdowns
Stipend increment of Resident doctors who are working tirelessly to fight COVID19 PANDEMIC,,,,
Please help saving the life of my Father Kidnapped Dr Abbadi in Jordan,,,,
Hold the Chinese government accountable for COVID-19,,,,
Suspend school/college session until 2021,lockdowns,lockdowns,,lockdowns
Keep our children safe and close the schools,lockdowns,lockdowns,,lockdowns
Ensure Safe Watersports Access to Florida's Waterways during COVID-19 Pandemic,lockdowns,masking and distancing,,
Powerful action against climate change by the governments,,,,
Continue Paying Northeastern Dining Hall Employees for the Next 30 Days,,,,
Australian Healthcare Workers demand safe Personal Protective Equipment for COVID-19,,masking and distancing,,
Force private nurseries to charge REDUCED fees during COVID-19 crisis,,,,
South Dakota High School Pass or Fail students -COVID-19,,,,
Save Maryland Restaurants,,,,
Re-Open Motocross Tracks Responsibly,lockdowns,lockdowns,,lockdowns
Procurement of Covid-19 cure from Madagascar by the South African government.,vaccination,,,
Federal financial relief for restaurant industry — covid-19 pandemic,,,,
Close Petsmart Services in response to Covid-19 state of emergency,lockdowns,lockdowns,lockdowns,lockdowns
Venues should cancel South Padre Island Spring Break events to prevent COVID-19 exposure.,lockdowns,lockdowns,lockdowns,lockdowns
United Against COVID-19,,,,
I want people who are working during the Covid-19 pandemic to receive hazard pay.,,,,
Strongly Urge All Schools Closure in Edmonton for COVID-19,lockdowns,lockdowns,lockdowns,lockdowns
COVID-19 Requesting early release for Georgia work release program residents,,,,
Re-Open US Consulates for General Visa Appointments (Allowing Foreign Nationals to Travel),lockdowns,lockdowns,,lockdowns
Close shopping malls  IMMEDIATELY to prevent the spread of COVID-19,lockdowns,lockdowns,lockdowns,lockdowns
I want the Covid Testing to be at an affordable price for ALL,,,,
UAW Local 2192 calls for covid-19 health and safety actions by Oberlin College,masking and distancing,,,
Allow 2020 Spring Sports to Continue Through the Summer,lockdowns,,,lockdowns
Postpone graduation!!!!!! DO NOT make it virtual,lockdowns,lockdowns,,lockdowns
Stop Stephanie Alley from Potentially spreading the Coronavirus (CoVid 19 Virus),,masking and distancing,,
"Every penny counts- In case of death due to Covid, beneficiary to be granted tax exemption",,,,
Petition AGAINST Del Mar College School of Nursing Holding Back Graduates Due to COVID-19,,,,
"Student Loan Forgiveness for ""Covid-19"" Frontline Workers",,,,
Make UKZN shut down all campuses for an appropriate amount of time should COVID-19 worsen.,lockdowns,lockdowns,lockdowns,lockdowns
change school district grades from numerical to pass fail for 4th quarter due to covid,,,,
Hazard Pay For Transit Workers During Covid 10,,,,
Stand with Heine Brothers' Baristas during COVID-19 Outbreak: Give them the Choice!,,,,
Creat isolation hotel centers for COVID-19 self-isolation confirms,,masking and distancing,,
"Stop the barbaric wolf cull & poisoning in NWT, BC and AB",,,,
Extend JobKeeper For The Travel Industry Beyond March 28,,,,
Hazard Pay for COVID-19 Essential RI Workers,,,,
PM Modi: Tell Indian Men to Do an Equal Share of Household Chores in Your Next Speech,,,,
CONTRA LOS DESPIDOS EN ORANGE. ERE NO.,,,,
Coronavirus Europe - Let Google Vendor employees to work from home like Google employees,lockdowns,lockdowns,,masking and distancing
Opt-In and Implement AB 626 in Orange County,,,,
Chandler Unified School District must close schools until Covid-19 no longer is a threat,lockdowns,lockdowns,lockdowns,lockdowns
We want the COVID-19 Language Access Act!,,,,
Partial Reimbursement for University of Connecticut Spring 2020 Semester,,,,
Free 3 school teachers held in Italian covid centre for 2months. #FF3,,,lockdowns,lockdowns
Support for Farm Transitions and Sustainable Agricultural Practices,,,,
Demand that Micro-Businesses be priority to financial assistance for US COVID-19 relief!,,,,
Support Safe Schools for Saskatchewan,,,,lockdowns
An Arts Sector-specific Rescue Package to Survive COVID-19 #HeartsForArts2020,,,,
Stop violence against doctors,,,,
Luxury Escapes to Honour Refund Policy Amidst COVID-19 Pandemic,,,,
Esami a distanza garantiti al Politecnico di Milano,lockdowns,,,masking and distancing
Bring Thunder Bay District Out Of Lockdown and back into colour code system,lockdowns,lockdowns,lockdowns,lockdowns
Make Swiggy accessible with screen readers in Android for Visually Challenged People,,,,
Help change FL mandated clinical requirements for Nursing students in light of COVID-19,,,,
PETITION AGAINST PROPOSED CORONATION DRIVE WASTE PROCESSING PLANT,,,,
Shutdown Imperial county schools,lockdowns,lockdowns,,lockdowns
Test Kits for CoVid-19 in Every City in the USA,,,,
Raise Awareness to Defeat COVID-19,,,,
Mary Seacole is now recognised as a  COVID-19  hospital in England,,,,
DONIAMO VENTILATORI POLMONARI AGLI OSPEDALI ITALIANI PUBBLICI,,,,
Housing for Healthcare Workers exposed to COVID-19,,,,
Student loan forgiveness for those working the front-lines of the COVID-19 pandemic,,,,
Luton mayor and councillors in breach of lockdown rules to resign,,masking and distancing,lockdowns,lockdowns
"Disinfect the streets, lobbies, transportation and stores everyday",,,,
In response to Okan University New payment schedule,,,,
Save 220k Massage Therapist's Careers  Covid-19 Licensed Health Care Economic Hardship,,,,
Extend COVID-19 Emergency Benefits / Prolonger les prestations d'urgence pour la COVID-19,,,,
Justice for Benny Davis,,,,
Demilitarize Walnut Creek Police Response!,,,,
"Rockford, IL Police Chief Daniel G. O’Shea Must Be Fired",,,,
URGENT! Irish Government Enact Vegan Law! to Stop COVID-19 & Stop Climate Change!,,,,
"""COVID-19 Relief"" for our incarcerated loved ones & DE DOC!",,,,lockdowns
NO on SB20-163,,,,
Keep the test,,,,
"Name MUN's New Core Science Building the ""J. Fitzgerald Building""",,,,
Smoking Covid,,,,
"Halt Rent, Mortgage, and Utility Payments During COVID-19 Outbreak",,,,
#Don'tForgetStudents | #N'OubliezPaslesÉtudiants,,,,
Help the St. John’s University bowling team go to sectionals!,,,,
Lift Ban on Riding Road Registered Motorcycles During covid 19,lockdowns,lockdowns,,
Stop Allowing Flights with Covid Infected People to Land in Canada,,lockdowns,,lockdowns
"OPEN LETTER TO THE LEADERS OF THE COUNTRIES AND NATIONS OF THE EARTH

FOR THE POOR",,,,
Act now to save small businesses & start-ups - CBILS not available to so many...,,,,
"Support for NY State Licensed, High-Touch Service Professionals During Covid-19.",,,,
"Postponement of Final examinations for Mithibai College,in regards to Covid-19",lockdowns,lockdowns,,
Rescind Abbott’s Execute Order GA-13: Biased Bail Restrictions during COVID-19,lockdowns,,,
"$2,000/month for Each Adult and $1,000/month for Each Child during COVID-19 crisis",,,,
Approve direct access to COVID-19 rapid screening tests,,,,
Restrict Northern BC Work Camps to Essential Operations Only - Covid-19,lockdowns,masking and distancing,lockdowns,lockdowns
No Mandatory COVID-19 Testing For Ohio Athletics ( OHSAA) & Let Spectators In all Games.,lockdowns,,,lockdowns
Shut down all Visalia Unified School District Schools to prevent Corona Virus,lockdowns,lockdowns,lockdowns,lockdowns
ALTERNATIVE GRADUATION OPTION FOR CMS SENIORS,lockdowns,,,
Protect Hanover community from Wegmans,,,,
Alberta golf courses should receive an exemption from mandated business closures,lockdowns,lockdowns,lockdowns,lockdowns
Petition for Online Teaching in QUB under COVID-19 Threat,lockdowns,lockdowns,lockdowns,lockdowns
University and College tuition reduction in Ontario,,,,
The easing of covid restrictions,lockdowns,lockdowns,lockdowns,
Restrict Incoming Maui Flights to Slow Spread of COVID-19,,lockdowns,lockdowns,lockdowns
Urge “shelter in place” order for the state of Utah,lockdowns,,,lockdowns
KKTC GİRNE AMERİKAN ÜNİVERSİTESİ ÖDEMELERİNE İNDİRİM İSTİYORUZ,,,,
Give NJ Teachers and school staff immediate access to the COVID-19 vaccine,vaccination,vaccination,vaccination,vaccination
Demand Johns Hopkins Protect its Graduate Employees amid COVID-19,,,,
Re-open unused wards of University Hospital of Hartlepool during Covid 19 pandemic,,,,
Postponing the JEE MAINS Examination april 2020 due to COVID-19 outbreak,lockdowns,lockdowns,,
Don't let new immigrants fall through the cracks during covid-19.,,lockdowns,,
Protect our TWU community from COVID-19 by suspending face-to-face classes and meetings.,lockdowns,"masking and distancing,lockdowns",lockdowns,masking and distancing
Urgent Action Needed: Strengthen Ethnic Studies in Stockton Unified School District,,,,
No More Live Markets - make the difference,,,,
SAVE THE NORTHCOTE PUBLIC GOLF COURSE,lockdowns,,,
