,text,label
61,COVID-19 TOTAL ENTRY BAN: ZAMBIA MUST CLOSE ITS BORDERS AND AIRPORTS IMMEDIATELY,False
62,No detriment policy for UWE Bristol,False
63,FDA expedite review and approval of lifesaving Cuban antiviral for COVID-19,False
64,Zero Percent Interest on Credit Cards during COVID19,False
65,"Make Corona Testing Free in India.
(Including Pvt. Hospitals and Clinics)",False
66,Petition for Nirma University to take preventive action against COVID 19,False
67,Hazard Pay and Family Leave for Walgreens Employees,False
68,"4-POINT THOMASIAN DEMANDS: FIGHT FOR OUR WELL-BEING, LIVELIHOOD, AND DEMOCRATIC RIGHTS!",False
69,Make masks mandatory in South Carolina,True
70,Pay PetSmart Employees While on Leave,False
71,"Wedding, Event & Creative Professionals Covid-19 Relief Fund",False
72,Dental Hygiene High Risk Occupation for exposure to COVID/19 Ensuring Personal Safety,False
73,Allow college students to pass during the COVID-19 pandemic.,False
74,HBUHSD DISTRICT SHUTDOWN FOR COVID-19 (CORONAVIRUS),False
75,Support Peoria Academy During The COVID-19 Crisis,False
76,Concerning the Safety of Soccer in a Covid-19 World - A Letter to Governor DeWine,False
77,Suspend Online Classes or Refund Our Money,False
78,Keep kids in extra curricular activities in ND.,True
79,COVID-19 crisis -more Australian music to be played on Australian radio.,False
80,Extend financial package to cover losses of covid19 lockdown to small businessman also....,False
81,Australian Medical Schools Must Consider an Opt In/Opt Out System for 2020 GPA Results,False
82,COVID-19:Provide Work From Home to all employees before it's too LATE. Health is important,True
83,Make small grants/funding available for Self Employed & Freelancers during COVID-19,False
84,Το Σπίτι Δεν Είναι Ασφαλές Για Όλες / Home Is Not Safe For All,False
85,Partial tuition refund due to the COVID-19 virus causing classes to go online,False
86,Bryn Mawr College COVID-19 Credit/No Credit Spring Semester,False
87,"Save Our Future Teachers - Support, & Share",False
88,Save Services for Those with Developmental Disabilities During Covid-19,False
89,PASSING GRADES FOR ALL STUDENTS FOR THE SPRING 2020 SEMESTER!,False
90,Kenyan Citizens requesting IMF to withhold any loans or grants to the government of Kenya!,False
91,Tell west Virginia representatives to not make hazelton/gilmer prison a quarantine site,False
92,Save Georgia Disability Services,False
93,Protect Doctors Nurses & Medics against punitive litigation during & after COVID-19 Crisis,False
94,Safe Staffing during COVID at Emanate,True
95,Help International Students Stay at The University of Texas at Austin!,False
96,The Immediate Issue of Travel Documents for Sarah's children to come to Canada,False
97,Environmental Impact Assessment Notification 2020-Withdrawal,False
98,ISO: Give engineers the Standards needed to build ventilators in fight against COVID-2019,False
99,Protect People in Long-Term Care,False
100,Please facilitate 14-days-self-quarantine of Iranian new immigrants,False
101,Waive EDD False Statement Penalty Weeks during COVID 19 for Claimants in Good Standing,False
102,Bring back McDonald's SNACK WRAPS!,False
103,Pay rise for frontline NHS staff tackling COVID-19,False
104,Allow Cigarettes and Tobaccos during COVID-19 lockdowns,False
105,Family pleads for compassionate visits in father's dying days,False
106,"Immediately Enact Vegan Law to Stop COVID-19, Climate Change, Rescuing Our World!",False
107,Time to Save the New York YMCA Camp from Potential Sale,False
108,Supermarkets: Stop Selling Suffering!,False
109,Give Oregon Kids What They Need to Learn to Read!,False
110,Allow spa and leisure facilities to demonstrate that they can reopen safely.,False
111,Compensate hospital locums and locum GPs from Covid 19 self-isolation income loss,False
112,Removal of payment of compulsory payment of ₦52000 covid test upon arrival in Nigeria.,False
113,Levez les sanctions contre l’Iran pour lutter contre l’épidémie de coronavirus !,False
114,Freeze rents & mortgages for the duration of Coronavirus,False
115,COVID-19: BE PROACTIVE NOT REACTIVE,False
116,Require Vaccination Options for WA Teachers & Students before returning to school.,False
117,Respiratory Therapists Deserve Hazard Pay,False
118,Relaxation in EMI due to COVID-19. Appeal to Govt. of India for 6 months relief.,False
119,Support Louisiana Vote-By-Mail,False
120,Stop Evictions in Whittier - COVID-19,False
121,PASS/FAIL Grading Option for Spring 2020 Semester at the University of Miami,False
122,30% Pay Cut for Top 10 City Managers,False
123,Justice For Jamaicans Against the Jamaica Public Service (JPS),False
124,"#MoveAsOne: Affordable, Efficient, and Humane Public Transportation for Filipinos",False
125,Give NAIA Athletes Another Year of Eligibility,False
126,Support and clear guidance for the reopening of baby and toddler classes and groups.,False
127,"UArizona COVID-19 Response from Coalition of Concerned Faculty, Staff, and Students",False
128,COVID and Poverty,False
129,Keep independent Texas restaurants alive during COVID-19,False
130,Allow Tattoo Shops in NV to reopen in Phase 2,False
131,Sailors need lifesavers too!!! Wake up world!!!,False
132,Save Tennessee’s Zoos and Aquariums,False
133,Doug Ford: Allow Horse Racing to Continue,False
134,Shift semester end exams in VTU colleges to online mode due to pandemic situation.,False
135,President Trump: Fight for Monthly Stimulus Payments and be a Hero to the People,False
136,Justice for EMS,False
137,Ask Gov. Polis to announce a COVID-19 Relief Package for Food & Bev,False
138,Stop Exposing Sanitation Workers through Open Bin Garbage Collection,False
139,Shut down and clean Amazon facilities that test positive for COVID-19 EWR9,False
140,Illinois for Remote Learning,False
141,Pay the £500 bonus to all Scottish healthcare workers,False
142,LAX Employee Busses & COVID-19 Precautions,False
143,"Help St John become fully funded, it's a travesty they aren't already!",False
144,International healthcare workers to be able to relocate overseas with minimal ielts hussle,False
145,Pay the Student Nurses and Midwives,False
146,Suppression totale des prélèvements CARMF pendant la durée de la crise Covid,False
147,Shut Down UVIC and Keep Students Safe,True
148,DO NOT OPEN OUR SCHOOLS DURING COVID-19 CRISIS,False
149,The Iranian people suffering from Coronavirus; Lift All Medical Sanctions Now,False
150,NOW! Support House Resolution 151 to protect AAPI communities from hate and bias attacks.,False
151,Hundred of Myanmar doctors are in turmoil for UK job/exams due to closure of local VFS,False
152,GOV. BROWN: OPEN POOLS IN OREGON TO COMPETITIVE SWIMMERS IN PHASE 1,False
153,Request to Make NC A&T Spring 2020 Courses Pass/Fail due to COVID-19,False
154,De-Densify Cornell's Ithaca Campus By Rescinding Jessica Zhang '24 Acceptance,False
155,#FlattenTheCurve: Order Stricter Implementation of “Work From Home” in Companies,True
156,GYMS VS. THE STATE OF ALABAMA,False
157,A law to close entertainment venues during the COVID-19 outbreak to safeguard jobs.,False
158,Keep Doulas in the Hospital Supporting Moms during COVID-19,False
159,Cancellation of final year exams as the risk of Covid 19 spread have increased.,False
160,"Pettion to Allow for Outdoor, Socially Distanced Workouts",False
161,"In wake of COVID-19 slowdown, guarantee the American people a Universal Basic Income",False
162,Cancel Rent and Mortgage Payments during Covid-19,False
163,HOLD INDIA ACCOUNTABLE FOR HUMAN RIGHTS VIOLATIONS IN KASHMIR,False
164,Change USF Class Grading to Mandatory Pass/Fail for Spring 2020  Due to COVID-19,False
165,Urgent resources for COVID-19 in Indigenous Communities,False
166,Petition to reconsider the decision of eliminating the University of Hartford Spirit teams,False
167,FLORIDA PRISONERS COVID-19,False
168,$2000/month to every American #moneyforthepeople #covid19,False
169,Ontario needs to allow salons to open before they lose their businesses!,False
170,Temporary Hazard Pay For Grocery Workers During COVID-19 Pandemic,False
171,BAME LEADERSHIP: A DEMAND FOR A COVID-19 RACE EQUALITY STRATEGY,False
172,Force Banks to Give Mortgage & Payment Holiday,False
173,Bring back Maldivians stranded in Malaysia due to Covid 19,False
174,Require masks in grocery stores to fight COVID-19,True
175,Access to Covid-19 swabbing for symptomatic NHS and frontline emergency services,False
176,"AirAsia Should Refund Its’ Customers with Cash Refund, or at least Provide The Options",False
177,Unmask our children,True
178,Improve the Mobile Network : Fix Minimum 4G Internet Speed,False
179,Create a reopening plan that allows internationals to stay in the U​.​S.,False
180,Audit PMCARES FUND,False
181,Atlanta Spa Shooting of Asian Women is a Hate Crime,False
182,"Extenuating Circumstances for international students, University of Surrey",False
183,"Smithfield has case of COVID-19 in facility in Sioux Falls SD, should shut down for 2 week",False
184,Close Surrey School District's schools due to Coronavirus spread,False
185,Make school covid-19 safe,True
186,Stop the Corona Virus: Close the New Zealand borders: Save the local economy,False
187,Don’t force students to physically attend school on May 16 in New Jersey.,False
188,Shutdown PartyTown Guelph to prevent the spread of COVID-19,False
189,Priority covid-19 testing for healthcare workers with symptoms,False
190,Africa WILL NOT be the testing ground for the Covid-19 vaccine,False
191,Shut Down Alabama,False
192,Save the Graffiti Highway,False
193,Compensation for Covid-19 fedEx Ground Drivers.,False
194,Cancel AHSEC board exam,False
195,Prepping for Tourism Re-Opening to Avoid a COVID-19 Hotspot at Laniakea Beach,False
196,"Declaration for Change:
Families Advocating for Compassionate Eldercare (FACE)",False
197,Suspend Boston Exam School Admissions Testing for One Year!,False
198,Corona-Schutz für Obdachlose - sofortige Unterbringung benötigt!,False
199,Covid-19 Impfung für Schwangere!,False
200,STOP the Construction of a New Hog Confinement in Poweshiek! Save Our Air and Water!,False
201,Temporary Moratorium on Evictions Due to COVID-19 Financial Hardships,False
202,Cancel Utility Payments for Belizean Households,False
203,Extended Temporary bonus COVID-19 Pay,False
204,Dentistry in South Africa needs your help after the COVID-19 pandemic!,False
205,Food companies need to set purchase limits!,False
206,NHS Payrise post Covid - 19,False
207,Subir el limite en los ayudas de alquilar,False
208,Protect our Healthcare workers during the COVID-19 War!,False
209,Personal protective equipment (PPE) is essential to protect health care workers,True
210,Close Schools during the COVID-19 pandemic,False
211,Immediate Relief for Rent/Mortgage/Utility Bills in Michigan due to COVID-19,False
212,Loan forgiveness for nurses actively working during Covid -19,False
213,Get lawmakers to take action on homelessness,False
214,India can defeat COVID-19 with more investments in nutrition,False
215,Banks should freeze mortgage to survive the current COVID-19 shutdown.,False
216,Save weddings & events! Create an Advisory Group to consult on safely reopening Ohio,False
217,Stop the immigration ban of Doctors and Nurses and lift the deployment ban for HCWs,False
218,Allow 17 Year Olds to Receive Their Driver's License In New Jersey Without The Road Test,True
219,Second chance for seniors!,False
220,Elderly Woman Battling Breast Cancer Needs Urgent Commutation of Sentence,False
221,Federal Assistance for Regional Airlines,False
222,Close Beaverton School District COVID 19,False
223,Allow Ontario's young athletes a safe return to sports,False
224,Postponement of GATE 2021 exam due to pandemic situations,False
225,ECFMG Certification without Step 2 CS,False
226,Fair treatment of freelance artists during the COVID-19 crisis,False
227,temporary close campus due to concerns of coronavirus(COVID-19),False
228,Reform of the Dental Council of New Zealand,False
229,Arizona Suspend mortgage/rent and utility bills during mandatory Coronavirus shut down,False
230,#CloseCrownCasino during the Coronavirus Pandemic,False
231,COVID-19: Demand Serious Action on Health Crisis!,False
232,"Lakehead, Help Students During COVID-19",False
233,Utah: Slow the COVID-19 Spread with Mandatory Masks,True
234,Force Dillard’s to close their Doors,False
235,Make July 2021 Graduation Happen for Uni of Liverpool Students!,False
236,Clear the California DMV Backlog: Allow Licensed Driving Instructors to Approve Drivers,False
237,Reunir fondos para llevar a mi mamá a un hospital particular para que la atiendan,False
238,Shut down schools in VVSD 365u due to COVID-19,False
239,"DEAR PRESIDENT UHURU, WE CAN'T BREATH!",False
240,Open the QLD border to postcodes that have no active cases! Zero Covid = Not a hotspot!,False
241,Cancellation of ib exams for generations 2020 2021,False
242,"Suspend Rent, Mortgage, & Utility Payments During the Covid-19 (coronavirus) Pandemic",False
243,Appeal to reduce university tuition in JA now that classes are online amidst COVID-19,False
244,Demanding Hazard Pay for Instacart Workers: The Frontline of COVID-19,False
245,Free parking for hospital staff during COVID-19 pandemic in Canada.,False
246,CERB Must Include Students and Seasonal Workers Unable to find Work,False
247,Stop Increasing Rent During COVID-19,False
248,More medical supplies needed,False
249,Slow/Stop Spread of COVID-19 in Milpitas (@WeAsk2Mask),True
250,WCPSS Ignoring Parents: Tables Still Cleaned With Water Only,False
251,"Keith Rowley, Fire Yourself!",False
252,COVID-19: Please allow parents to keep school children at home without repercussions,True
253,No! to Miramar Furlough,False
254,Help International Students return to Australia before 2021!,False
255,Eat Healthy. Avoid pork and scavenger meat - it makes you sick.,False
256,Protect our migrant workers from Covid-19,False
257,COVID 19 AND CANCELLED FLIGHTS,False
258,Require Frequent COVID-19 Testing at Villanova,False
259,Help stop the destruction of 400 million-year-old Ainslie Volcanics,False
260,Postpone or cancel VTU semester exams due to COVID-19 fears.,False
261,Stop the demolition of the Monument of Anti-Chico Dams Struggle Heroes,False
262,Make Northeastern University a Sanctuary Campus,False
263,"LMU, do right by your students.",False
264,St. James Town Urgently Needs Space for Food Security,False
265,Protect the arts from economic devastation following COVID-19 closures,False
266,Don’t relax lockdown until the NHS has sufficient supplies of PPE,False
267,"CANCEL BOARD EXAMS! 
HEALTH>>EXAMS",False
268,Get all school staff and nurseries vaccinated over Feb half term so schools can reopen,False
269,"Vote of no confidence in Willie Walsh, Alex Cruz & the British Airways Board",False
270,Covid-19 vs. Prisoners,False
271,Close all New Jersey schools due to COVID-19 virus,False
272,Launch a COVID-19 Vaccination Program for the West Bank and the Gaza Strip,False
273,Local Fire Sirens - should be heard!!,False
274,SAVE THE PORTLAND CHILDREN'S MUSEUM,False
275,6 Demands from NHS staff to help us tackle Coronavirus,False
276,Make 0% Interest Student Loans Permanent,False
277,Full Lockdown from government of Malaysia due to Covid 19 spreading.,False
278,"Support fair pay for NZ's aged care nurses - PETITION CLOSED WE REACHED 15,000! THANKS!",False
279,Rollins College's Spring Semester changed to PASS/FAIL grades due to COVID-19,False
280,RESCHEDULING OF IIE GRADUATION,False
281,Justice for 89-year-old Asian American Hate Crime Victim,False
282,India - Immediately Designate Private Hospitals as COVID Govt Hospitals Until COVID clears,False
283,Save the saviors,False
284,Save John Lewis Peterborough,False
285,Reduce the 4700 rm quarantine charges or home quarantine for international students.,False
286,Shut Down All B​.​C Schools Due To Covid-19,False
287,Hold Town Sports International Holdings financially liable for holding accounts COVID-19,False
288,Reduce OSU tuition-and-fees cost in response to COVID-19 and remote learning changes,False
289,Government must honor Doctors & Frontline Workers who died as Covid Warriors with medals.,False
290,RECALL TEXAS GOVERNOR GREG ABBOTT,False
291,A second stimulus check for Americans!,False
292,"COVID-19 Single parents and guardians of minors must not work, the government must cover t",False
293,Rapid testing for COVID-19,False
294,uOttawa Make Pass/Fail an Option for Classes the Winter Semester due to COVID,False
295,Null and void the Premier League,False
296,Free public transport for NHS staff to accompany 1% pay rise,False
297,PM please give immediate COVID Insurance cover to all NHS staff,False
298,SAY NO TO OSHA PROPOSED PERMANENT RULE,False
299,(NTU) - Viewing of results before deciding to S/U,False
300,COVID-19 Awards,False
301,Cancel the 2020-2021 school year SOLs,False
302,..,False
303,Protect our nurses!,False
304,SENSELESS IMPRISONMENT FOR MY MOM.. FIRST TIME OFFENDER NON-VIOLENT CRIME,False
305,COVID-19: Demand immediate release for those incarcerated in Knox County jail,False
306,"Petition to recall Desmond Elliot from the Lagos House of Assembly, Surulere Constituency",False
307,Texas UIL Spring Sports/Competitions to be completed during the Summer of 2020,False
308,Prioritize Vaccinating Florida Teachers,False
309,Save Plum Island Coffee Roasters,False
310,Suspend Rent & Mortgage in Canada during COVID-19,False
311,Ask the City of Winston-Salem to support in-street dining for downtown resturants!,False
312,Have Online Classes & Close Physical BMCC campus due to Outbreak of COVID-19,False
313,Appello per la pace in Etiopia,False
314,Stop Guinea Pig Vaccine Tests In  Africa for Covid 19/ Corona Virus,False
315,Rowan University: Universal Pass System,False
316,Allow Athletic Therapists to treat their patients,False
317,Allow not COVID related evictions,False
318,#FreeNeko from Navajo County Jail,False
319,ÖZEL OKUL ÖDEMELERİNİNDE İNDİRİM,False
320,Allow Golf courses to open in Ontario,False
321,Extend Winter Break at UBC,False
322,Include Preschool Teachers in the Phase 1b vaccine rollout in Kentucky,False
323,"Justice for Dr. Abhishek Bhayana, youngest frontline covid warrior",False
324,Petition for Approval to Provide Illinois Early Intervention Services via Telehealth,False
325,Help animal shelters during COVID-19,False
326,"Allow access in Point Roberts, WA for Canadian property, boat & animal owners",False
327,Lower Tuition at Hope College During Covid-19,False
328,School Stays ON !,False
329,Licensure Extension for TLLP due to COVID-19,False
330,Cancel rental payment for international student of Australia during COVID-19 crisis,False
331,Provide easily accessible and free COVID-19 testing across India.,False
332,Community Demands for Lesley University's Covid-19 Response,False
333,Free Jay Regas,False
334,Remove Dr. Wajid Ahmed from his position as Medical Officer of Health for Windsor/Essex,False
335,Hazard Pay For Essential Workers,False
336,Let our 4 year old Melbourne kinder kids go to their Primary Schools for prep orientation,False
337,SHUTDOWN BROWARD COUNTY,False
338,Make the CDC report the number of coronavirus cases per state,False
339,End Hate Crimes Against Asian Americans,False
340,"Lockdown India Completely Until 31st Mar (At least) - (Buses, Flights, Trains, Shops etc)",False
341,Cancel the 2020 St Patrick's Day Parades in Ireland to help reduce the spread of COVID-19,False
342,Keep Yehaa Bob at Port Orleans,False
343,Allow Fall Advantage participants to arrive for the Fall program.,False
344,"Teachers, Students, and Staff are NOT Expendable",False
345,Change the 2020 Year 12 VCE Exams,False
346,Ban Eating Dogs & Cats in China - Now.,False
347,Covid-19:   Salud a través del ejercicio!,False
348,Call for the Resignation of Los Angeles Mayor Eric Garcetti for BLM Protest Response,False
349,Lower the amount of work given to KHSD students,False
350,Cancel GEBE bills during lockdown,False
351,Suspension of rent payments to students during the Coronavirus pandemic.,False
352,It now time for temples and religious institutions to donate for COVID relief,False
353,Expedite NBCOT Exam Process,False
354,“TAKE  ACTION AGAINST CORRUPTION NOW”,False
355,Pharmacy Personnel MUST be included in Gov. Wolf's COVID-19 PA Hazard Pay Grant Program!!!,False
356,University students should not have to pay last instalment of rent if they move out,False
357,Recall WI Governor Tony Evers,False
358,Transparency for Missouri beef consumers and producers,False
359,Virginia Covid-19 Mandatory Shelter in Place,False
360,Open Texas Nursing Homes and Assisted Living Centers,False
361,Claps don't pay the bills - give all NHS workers a 15% pay rise #NHSPay15,False
362,Mandate PPE for Dental Hygienists NOW!,False
363,Carteret County Surf Now,False
364,"COVID-19 Pass/Fail Grading Initiative for FCPS - Frederick, MD",False
365,Provide Food and Safe Transport to Stranded Migrants during COVID-19 Lockdown,False
366,Save Newquay Killacourt,False
367,Mandate the collection of disaggregated health data for Canadians during COVID-19,False
368,Help Georgia Restaurants Survive COVID-19,False
369,SAVE OUR SMALL BUSINESS COMMUNITY!! Allow restaurants to be able to service outdoor dining,False
370,UHC refuses to pay equitably for COVID tests,False
371,UT AUSTIN NEEDS TO CONTACT ALL RESIDENTS AND STAFF WHEN COVID-19 CASES EMERGE,False
372,Pengurangan uang sekolah selama Home Learning karena dampak ekonomi dari Covid - 19.,False
373,"COVID-19 : Give the 320,000 homeless people in the U​.​K. shelter",False
374,Review of the constitution of the South African CoVID-19 National Command Council,False
375,Save Pine Island Club,False
376,Reopen Gyms To Help Combat COVID-19,False
377,Make COVID-19 Testing Free for Senior Citizens & Subsidised for All #PatientsBeforeProfits,False
378,We want to feel safe on social media platforms,False
379,Pass/Fail Grading Option at Adelphi University in response to COVID-19,False
380,"Prisoner's in danger of Covid-19. ""Please Help""
#PrisonersLivesMatterToo",False
381,Arrest Mocha Uson for Publishing False News in her Facebook Page,False
382,COVID-19: Allow free hospital parking for BC's health care workers.,False
383,REDUCTION IN SCHOOL FEES DURING COVID-19. Schools to run at no profit no loss till then,False
384,UW 2020 Commencement,False
385,Private schools to charge 50% tuition fees for online classes.,False
386,"Plea for $1,000,000 for COVID-19 Frontline Workers Families",False
387,Lift covid restrictions on Beauty industry!,False
388,COVID - Suspend School Until We Have Clarity,False
389,For NHS senior management to protect workers from COVID-19 as a priority,False
390,Early release for Hector Jimenez via medical parole or clemency due to COVID-19,False
391,No mandatory Covid-19 vaccine in Canada,False
392,Cancelling of HITS Events during COVID pandemic,False
393,Stop the Suppression and Redirection of Covid-19 Data,False
394,Keep Community Based Adult Services (CBAS) Available in California,False
395,"Close, Florida, close the beaches, Gov. DeSantis!",False
396,Nurses must be exempted from paying tax during covid-19.,False
397,Pass all SBISD students for the spring semester,False
398,Please Close Philadelphia Public Schools due to Coronavirus/COVID-19! Safety first!,False
399,"Support and reward healthcare workers, COVID-19",False
400,Stop UC Davis From Cutting Financial Aid During a Pandemic,False
401,Ban face to face teaching at City of Glasgow College with immediate effect - COVID-19,True
402,SUPPORT FOR SME WORKING DIRECTORS UNDER JOBS SUPPORT SCHEME (JSS),False
403,COVID-19 Small Business economic hardship,False
404,Reopen The Spotlight Theatre ASAP,False
405,Remove mandated bulk-billing from COVID-19 telehealth item numbers.,False
406,Open Up Private Recreational Motorcycle & ATV Areas In NY,False
407,Stop Covid-19 Related Dismissals at Glasgow Colleges,False
408,Proposal to Make Alberta's Diploma Examinations Voluntary,False
409,"ICMR JRF 2020 ,DBT BET JRF 2020 and GATB 2020 got postponed now",False
410,Stop the RHS Bridgewater from further culling of roe deer at their site,False
411,Joe Biden's Candidacy is Failing - We Demand a Stronger Nominee. Democrats: Act Now.,False
412,Close All Wildlife Trading Markets Globally,False
413,Lift Restrictions for New Brunswickers Travelling to Nova Scotia,False
414,We Demand Free Internet for ALL Low-Income Families During COVID-19,False
415,A Campaign to Protect Dover Forest!,False
416,Signez la lettre pour le retrait de la proposition de loi sur un ordre des psychologues,False
417,URGENT CALL - Release Julian Assange from Belmarsh NOW!,False
418,Amend order to allow JCPD officers to wear BDU's during PANDEMIC!,False
419,Play Fair - Let Live Music Live,False
420,Make Covid duty for final MBBS students voluntary,False
421,Bring back Division III National Championships,False
422,Lockdown Pakistan to Prevent COVID-19 Transmission,False
423,Cancel all further assignments and exams due to instability caused by COVID-19,False
424,Get Washington county closed because of Covid-19,False
425,Please help the residents of Guildwood Extendicare during Covid Crisis,False
426,Take back the decision to end the relationship with the Chinese scholars who fund by CSC,False
427,Stop Transport Canada rescinding covid response that allows you to stay in your vehicle,False
428,Take Action to End Canada's Blood Donation Ban,False
429,COVID-19：Request For MPCSD to Close Schools for the Safety of our Community and Children,False
430,"Stop Con Edison from potentially spreading Covid-19 to its workers, and the NYC public!",False
431,We study in online mode we want online Semester examination for every university students,False
432,Enforce State and Local COVID-19 Rules in all California State Employee Workplaces,False
433,We want the Human rights commission to lay charges of racism against Russell Kruger.,False
434,Close CCPS schools to limit spread of coronavirus.,False
435,Keep X-rays for Chiropractors for the health benefit of future patients.,False
436,Change UAlberta Classes from in person to Online due to COVID-19,False
437,Animal Charities including Wildlife Rescues deserve government support during Covid-19,False
438,Stop the relocation of a Sexually Violent Predator to Twentynine Palms!,False
439,Cancel Rent Payments in Finland for International Students during Covid-19.,False
440,Demand California Delay Implementing Cuts to Pharmacies During COVID-19 Pandemic,False
441,Hunts and shoots should not be exempt from 6 person rule + Covid-19 restrictions,True
442,APPEAL COVID-19/ BEAUTY INDUSTRY,False
443,Mississippi State University students want the option for classes to be Pass/Fail,False
444,Tertiary Students of JA Appeal to Reduce Tuition 15-20% & Refund Miscellaneous/ Late Fees.,False
445,AMPLIACION DE LA BECA CONTINUIDAD DE ESTUDIOS I - II Convocatoria. BECA PRONABEC,False
446,Petition Sokongan kepada Ketua Pengarah KKM Datuk Dr. Noor Hisham Bin Abdullah,False
447,Allow EBT recipients to order groceries online during COVID-19 pandemic and beyond.,False
448,Cancel Alberta Diploma Examinations,False
449,The beauty industry - financial support & operational clarity from government & insurers,False
450,Potential treatment for COVID-19 should not harm Canadians living with lupus,False
451,Save Akron's Last Major Greenspace!,False
452,Allow Donna Kay Rule to compete in the NFR!,False
453,Stop classes and encourage online classes to reduce spread of COVID-19 in uniten,False
454,Hazard Pay for Wal-Mart Associates,False
455,Demand FDA Approval for Emergency Use of Ivermectin for Covid 19 Treatment,False
456,NO TO THE DISPLACEMENT OF MARIACHIS AT MARIACHI PLAZA IN BOYLE HEIGHTS!,False
457,Provide financial support for ALL Sole Traders in Victoria,False
458,Allow medical schools to proctor board exams to combat scheduling issues due to COVID-19.,False
459,Let babies travel on their mother's passport into South Africa for Medical Emergencies,False
460,Pembroke Pines utilities cost increase during COVID-19,False
461,"Give Children and Families Access to Beaches, Parks and Trails in Hawaii",False
462,"Save Donderberg , Sauvons l'espace vert du Donderberg à Laeken , Red Donderberg",False
463,COVID Transparency at BYU,False
464,Postpone JEE & NEET to the end of 2020,False
465,Save my dad from ICE's virus-ridden detention centers,False
466,India needs to change its stance on mental health,False
467,"No School Re-Opening, Protect Our Children",False
468,"Covid-19 Minnesota families rent,mortgages, utilities,and monthly Bill's or hardships!",False
469,Varsity College must decrease their school fees by 35% because of the COVID 19 pandemic,False
