text,annotation_48,annotation_49,annotation_50,annotation_47
Shut down construction sites to prevent the spread of covid 19,True,True,True,True
Have the RIIL to allow Mount Saint Charles and Hendricken to play the championship games,True,False,False,False
"Transparency, Testing, and Online Instruction to Prevent a COVID-19 Outbreak at Mizzou",False,False,False,True
Lower SDSU Cost of Basic Tuition and Fees Due to COVID-19 and Transition to Online Classes,True,True,False,True
Protect Skateboard Retailers and Skateboarding As Essential Transportation During CoViD-19,False,False,False,True
Extend JobKeeper for Travel  Agency Agents and Mobile Travel Agents (Sole Traders).,False,False,False,True
The Heritage Private School: reduce payments for educational services during COVID-19,True,True,False,False
Keep Schools Closed Through COVID-19,True,True,True,True
Give Dolly Parton the Medal of Freedom,False,False,False,False
OUR LOVED ONES ARE DYING! Stop shielding nursing homes from liability!,True,False,False,False
Stop Greyhound Bus Lines from NYC,False,False,False,True
#FREE Donte Epps,False,False,False,False
COVID-19 IN Georgia's Prisons Rise,False,False,False,False
PROTECT OHIO’S FARMWORKERS FROM COVID-19,False,False,False,False
NO to the COVID-19 Public Health Response Bill,False,False,False,False
Pressure ICBC to Waive/Defer Monthly Insurance Premiums,False,False,False,True
Meralco: Bill Shock during the Covid Crisis,False,False,False,False
Stop Livermore Airport Expansion that includes new FBO & B737s. Reduce small plane noise.,False,False,False,False
Allow international students to remain in the U​.​S. to complete or continue their studies.,True,False,False,True
Minnesota Allow for the Operation of Guided Fishing and Charter Boat Captains,False,False,False,True
"Call for the resignation of Greg Glassman as CEO of CrossFit, Inc. #CancelGlassman",False,False,False,False
#SuspendOnlineClassesNOW,True,False,False,True
Lasershows statt Feuerwerke! #böllerfrei,False,False,False,False
Protect the UNT community from COVID-19 by suspending face-to-face classes and meetings.,True,True,True,True
Ban Gas-Powered  Leaf Blowers During COVID-19 Stay-At-Home Advisory in Massachusetts,True,True,True,False
"British people STILL showing support for Boris, despite the biased left media",False,False,False,False
"Separate Quarantine Wards, Med Check-ups for Women & Children in Jail",True,False,False,False
Keep Dr. Annie Bukacek on the Flathead City-County Health Board,True,False,False,False
"Stop Supporting Animal Cruelty, Tropical Smoothie Cafe!",False,False,False,False
Covid-19 Airbnb Hosts Economic Hardship,True,False,False,True
COVID-19,False,False,False,False
COVID-19 Impact: Need waiver for Small & Medium Business owners.,True,False,False,True
"Allocation of 20M to each Mp should instead go support health centers, doctors and nurses.",False,False,False,False
Abortion must be accessible for women across the EU,False,False,False,False
Conduct Final Examination for students in Online Mode to prevent risk of Covid Infection,True,True,True,True
"Request to set up a Covid 19 testing laboratory at GTA region, West Bengal.",False,False,False,False
Tamil Nadu needs to close colleges due to COVID- 19  Do You agree?,True,True,True,True
"LET'S GET HOUSE BILL 1532 PASSED, REDUCE JAIL & PRISON POPULATIONS FROM SPREADING COVID-19",False,False,False,False
Postpone/Cancel CAIE's in Pakistan May/June 2020 due to Coronavirus outbreak.,False,True,True,True
Release Currie Hall Residents from Leases Amid COVID-19 Pandemic,True,False,False,False
Allow Parents in Botswana  to Purchase Baby & Children's Essentials for the Winter,True,False,False,False
Save covid-19 old infected patients across the world,False,False,False,False
Change to Durham University Assesment in light of COVID-19 Pandemic.,True,True,False,True
Hospital visits to be permitted to critical patients who need their loved ones around them,True,False,False,True
Extend education loan grace period to support the graduates struggling to find jobs #COVID,False,False,False,False
COVID-19 Isn't Over and We Need Help: Tell the Senate to Pass the HEROES Act Immediately,False,False,False,False
Uso de mascarillas obligatorio en España para COVID-19,False,False,False,False
Hobart City Council should allow health workers to park for free during COVID-19 crisis.,False,False,False,False
Less Schoolwork during COVID-19 Quarantine,True,False,True,True
Requesting Free State Gov to provide list of companies who received Covid-19 Relief Fund,False,False,False,False
Allow Cruise Ships to come to Alaska,False,False,True,True
Doula Support in Nebraska Hospitals during COVID-19 Outbreaks,False,False,False,False
Cancellation of semester exam 2019-2020 and using our exam fees to Relief fund.,True,False,False,True
Announce holidays for teachers and non teaching staff to combat corona threat,True,True,False,True
Save Lives! Include ALL Diabetics in the COVID vaccine rollout in California,False,False,False,False
"#saveliveslivebetter-Walmart Canada, please help keep your associates and customers safer!",False,False,False,False
Summer 2020 Graduations to be POSTPONED not CANCELLED,True,False,False,True
Eviction Moratorium South Africa,False,False,False,False
Students concern related to fees submission amid this covid.,False,False,False,False
Cancel school for at least two weeks to slow down the spread of COVID-19,True,True,True,True
Protect Inmates And Correctional Facility Staff Against Covid,False,False,False,False
A green recovery from COVID-19 in Northern Ireland,False,False,False,False
Expansion of covid related subsidies to new businesses,False,False,False,True
Demand Science-Based School Reopening Criteria in AZ!,False,False,True,True
Stop all air travel to Ireland from covid hotspots in the US,True,True,True,True
新型コロナウイルス感染拡大に伴う差別行為＝「コロナ差別」に際して日本政府に対策を求めます ー #差別を許さない,False,False,False,False
"Cancel International A Level & IGCSE Exams 2021
(CIE & Edexcel)",False,False,True,True
La entrada de las Doulas al proceso de parto junto al acompañante de la paciente.,False,False,False,False
Shut Down Leeds Arts University for COVID-19,True,True,True,True
STOP THE COVID-19 VACCINATION CAMPAIGN,False,False,False,False
Pass all the CFISD students for the spring semester,True,False,False,False
Close All Educational Institutions for Teachers and Other Staff #KeepTeachersSafe,True,False,True,True
Alberni Grocers: Seniors-Only Hour Will Save Lives,False,False,False,False
Lower USask Tuition Rates for 2020/21,False,False,False,False
OFW DOLE Akap must be available to all OFW Landbased and Seabased.,False,False,False,False
Rakyat Dan LPP-TIPIKOR RI Mendesak Pemerintah RI Lakukan Kesepakatan Dengan UN-SWISSINDO,False,False,False,False
Make Insurance Companies Grant Full Benefit Access During Covid,False,False,False,False
�Act Now: Temp Las Vegas Rent Freeze,True,False,False,True
Suffolk County Executive Steve Bellone and Dr. Pigott (Suffolk DOH): Let ALL Sports Play!,True,False,True,False
Divert military spending to global covid relief!,False,False,False,False
Petition to Congress to Provide Economic Relief to Independent Physicians and Practices,False,False,False,False
Closing of school during lockdown,True,True,True,True
COVID support for those who went self-employed in last year,False,False,False,False
CLOSE ALL CAMPUS of University of Toronto to prevent COVID-19 Outbreak,True,True,True,True
Demand UMD Prioritize Students over Profit in Changing COVID-19 Response Policies,True,False,False,True
Make COVID Data Transparent at NC State,False,False,False,False
Appeal to the UN to prevent imminent starvation and a humanitarian crisis in Eritrea,False,False,False,False
Stop the COVID-19 Madness!,False,False,False,True
Change High School Hockey in New Jersey To a Spring Sport,False,False,False,False
"Prisoners sentence to be reduced due to Covid 19 , full lockdown and  no visits .",True,True,True,True
Postpone UCLA's 2020 Commencement Instead of Cancelling,True,False,True,True
"Keep YOUR Allied HEALTH Practitioners OPEN!  
Ease the burden OUR medical system may face.",False,False,False,True
7-POINT PUBLIC HEALTH DEMANDS: COVID-19  ACTION STEPS,False,False,False,False
Extend the Government's Paid Parental Leave to pregnant women during the COVID-19 crisis,False,False,False,False
Save California Seniors from a Death Sentence,False,False,False,False
"Visayan Electric Co. (VECO), ECQ Overbilling REFUND Now!",True,False,False,True
Stop mandatory COVID 19 testing for admission for pregnant women,False,False,False,False
Tests massifs du Covid-19 par PCR et traitement hydroxychloroquine et azithromycine !,False,False,False,False
No school or ECE during Alert level 3.,False,False,True,True
Ban - Free or Complimentary breakfast & happy hours Nationwide,False,False,False,True
Cancellation of Semester End Examination,True,False,True,True
Death of NM Small Business,True,False,False,True
Extend Free School Meals Into The Summer Holidays,False,False,False,False
COVID-19: Award Predicted Grades to A-Level Students (Including Pre-U and IB),False,False,False,False
Make Colorado Public Schools Remote This Fall,True,True,True,True
Covid-19: Governor Reynolds please close the IA Schools for the rest of the school year.,True,True,True,True
"Suspend ALL rent, mortgage, and utility payments during the COVID-19 pandemic",True,False,False,True
Allow federal inmates in the bureau of prisons access to tablets during Covid-19 pandemic!,True,False,False,False
Declare the Road Accident Fund an Essential Service,False,False,False,False
"Urban Outfitters, JCPenney, C&A #PayUp for orders, save lives",False,False,False,True
"Let's save the life of Shani Abeysekera, the greatest detective of Sri Lanka",False,False,False,False
Crisis Pay: Give Frontline Healthcare Workers The Pay They Deserve,True,False,False,False
"Designate Occupational, Physical Therapists and Speech Language Pathologists as frontline",False,False,False,False
Keep the Americans from making a movie about how well they handled Covid - 19,True,False,False,False
Covid-19: Urgent action plan for the Labour movement!,False,False,False,False
Osteopathic Manual Practitioners in Ontario Should Be Considered an Essential Service!,False,False,False,False
Stop World Travel and call it finally a pandemic!,True,True,True,True
State of Hawaii to freeze rent and mortgage payments during COVID-19 pandemic.,True,False,False,True
NHS COVID Medal,False,False,False,False
"""Withdraw EIA 2020 Draft""",False,False,False,False
Hazard Compensation for Shipyard Employees during Covid-19 Pandemic,False,False,False,False
Hair Salons Are An Inevitable Business - Make Us Essential!,True,False,False,True
#карантинвбеларусь,False,False,False,True
UPenn petition to reduce/forgive/rebate spring 2020 tuition due to COVID-19,True,False,False,True
"Initiative to combat ""COVID 19"" through Public Awareness",False,False,False,True
Ripartire dopo il COVID-19: Legalizzare la Cannabis per il futuro dell'Italia,False,False,False,False
The University of Alberta shouldn't charge full tuition for online classes!,True,False,False,True
Call for Action: Defund the Winnipeg Police Service,False,False,False,False
Reinstate NCLEX Testing,False,False,False,False
STOP hydropower project in Arunachal’s bio-diverse Dibang Valley,False,False,False,False
Petition for Pass/Fail Option in Spring 2020 Courses at UTEP,False,False,False,False
¡Urgente!,False,False,False,False
COVID,False,False,False,False
Cancellation of Semester End Exams (Goa University),True,False,True,True
Release of non violent prisoners to prevent a dangerous COVID-19 outbreak in prison,False,False,False,False
"Suspension of Rent, Mortgage, & Utility Payments During the Coronavirus Pandemic",True,False,False,True
Optional Pass/Fail for UIUC,False,False,False,False
Open up Outdoor Dining,True,False,True,True
Colorado COVID-19 Housing Relief,True,False,False,False
Muhyiddin Please Resign / Muhyddin Letak Jawatan,False,False,False,False
Keep Davis School District students safe by keeping hybrid schedule.,True,False,True,True
HELP TO SHARE! UTM should conduct classes fully online! - Covid-19,True,True,True,True
Massive COVID-19 testing now!,False,False,False,False
COVID-19 ERADICATION in Australia,True,False,False,True
COVID-19 closing Casinos to contain virus,True,True,True,True
Allow Frontline Healthcare workers to keep their children.,True,False,False,False
Make it easier for families to close the accounts of a loved one who dies,True,False,False,False
"COVID-19 MAY GET ERADICATED, BUT NOT OUR UNIVERSITIES ATROCITY",True,False,False,False
ALDI USA: make COVID-19 raises permanent!,False,False,False,False
Stop Murrayfield Ice rink from closing it’s doors for good,True,False,False,True
COVID related travel restrictions in Canada,True,True,True,True
Include Sports Academies in Covid-19 Relief Fund. SAVE them from shutting down,True,False,False,False
Milwaukee should require masks in public places to protect residents,False,False,False,False
Navajo President Nez: Immediately Allow Diné Relief Efforts During COVID-19 Curfews,True,True,False,False
FIGHT POVERTY BY SUPPORTING DISTRIBUTED RESERVED CRYPTOCURRENCY IN NIGERIA.,False,False,False,False
Cancel 2021 GCSE & A-Level Exams,True,False,False,True
Rehabilitation of those affected severely by Amphan,False,False,False,False
Make Selling dogs illegal unless you are a licensed and accredited breeder,False,False,False,False
"Tell Governor Kemp: Shut down Georgia TODAY, Save Lives",True,True,True,True
Lorenzo (USC Off-Campus Student Housing) Rent Waived/Reduced due to COVID-19,False,False,False,False
Canadians Demand Interest and Debt Relief from Banks During COVID-19,False,False,False,False
Stop treatment of covid-19 patients in Wolfson Cystic Fibrosis unit,False,False,False,False
Freeze Law Society of Ontario & LAWPRO Fees due to COVID-19,False,False,False,True
Protect UNM Graduate Students amid COVID-19,True,False,False,False
"Mandatory Medical Cover, Safety Gear and Job Security For Journalists",False,False,False,False
REQUEST FOR SCHOOL CLOSURE DUE TO HIGH RISK OF COVID 19,True,True,True,True
Close Pinkerton Due To Covid-19,True,True,True,True
Запрет на перекладку плитки в 2020 году в г. Москве,False,False,False,True
North Carolina COVID-19 Housing Relief,True,False,False,True
CU Denver switching to Pass/Fail Grading in response to COVID 19,True,False,False,True
CLOSE Seattle University campus due to COVID-19 death and new cases,True,True,True,True
Cover COVID-19 treatment in #Aarogyasri Scheme,False,False,False,False
"Governor Gretchen Whitmer: Suspend Rent, Mortgage, & Utility Payments During Pandemic",True,True,False,True
Tell Solano Co. to keep community safe during COVID & send staff home for Teleworking,True,True,True,True
"équipements de protection individuelle minimale, frottis et responsabilité pour lutter!",False,False,False,False
Stop EMI Payments During Crisis,False,False,False,True
Grant work from home to IT employees around India,True,False,True,True
Open Adult Slowpitch Softball in California,True,False,True,False
Delay or start school in stages,True,False,True,True
Save Knaresborough Arts and Crafts centre,True,False,False,False
Covid-19 protection for police officers,False,False,False,False
Make the Government fund PPE for Pharmacies,False,False,False,False
MAKE GYMS ESSENTIAL,True,False,False,True
SAVE our Hokitika SPCA animal shelter from closure,False,False,False,True
Allow dog walking during SA lockdown,True,True,True,True
Release imprisoned journalists worldwide,False,False,False,False
Save Grandma from COVID,False,False,False,False
Illinois Schools Should Void 4th Quarter Grading and Pass All 2019/2020 Classes,True,False,False,True
Help Sac Library Staff Get Paid During Covid-19 Closures,True,True,False,True
Partial fee refund due to Universities closure in the midst of COVID-19 outbreak,True,True,False,True
We want the Ministry of Education to re-consider the decision for school reopening,True,False,True,True
"Justice For Mehali Pastrikos, Wade Williams & Miguel Pechay! Sentence Appeal! TF Inquest!",False,False,False,False
Government Support for NW Ontario Tourism #savesunsetcountrytourism Before It's Too Late,True,False,False,True
Protect Mirrlee's fields from a potential building development of  200 houses.,False,False,False,False
Reschedule NCAA Wrestling Tournament,True,False,True,True
"Reclassification of Micro Gyms, Pilates, and Yoga Studios in St Louis",False,False,False,True
Tax free earnings for all healthcare workers during Covid-19 crisis,False,False,False,False
UAL: Save Our Degree Show!,True,False,False,False
Change the theme of Splash Mountain ride in Disney Parks,False,False,False,False
Hair Salons to open in Marion County (Indiana) following social distancing rules,True,False,True,False
BPS  Covid Safety Metrics,False,False,False,True
Save South Norwood Library,True,False,False,False
Return high school sports to Ohio,False,False,True,False
Open Capitation Model Funding (FHO) to All Family Physicians in Ontario Urgently!,False,False,False,False
Petition to extend mid-semester break of NITJ in light of the COVID-19 outbreak,False,True,False,True
Закрыть высшие учебные заведения Москвы на карантин в связи с пандемией коронавируса,False,False,True,True
Open our Garden Centres,True,False,True,False
COVID 19 Beauty Industry Economical Impact - Canada,True,False,False,True
Covid Death Relief Fund,False,False,False,False
"Close all Australian schools, decrease the risk of COVID-19",True,True,True,True
Withdraw the freeze in hike of dearness allowance of central govt employees and pensioners,False,False,False,False
We need a Break from online classes and exams!,True,False,True,True
Covid-19 Economic Relief for Property Owners,True,False,False,True
Petition for Online Teaching in Nottingham Trent University under COVID-19 Threat,True,True,False,True
"""No detriment"" Policy for UCD",False,False,False,False
Salviamo la Repubblica dell’Arte di Frigolandia dall’assurda minaccia di sgombero,False,False,False,False
Annastacia Palaszczuk & Jeanette Young to make a national apology to Nathan Turner family,False,False,False,False
CHANGE THE AMBULANCE SERVICE STATUS FROM ESSENTIAL TO EMERGENCY AFTER COVID-19,False,False,False,False
Fair treatment for easyJet staff,True,False,False,True
Trump must resign for admitting to downplaying COVID-19,False,False,False,False
The New School: Aid Students with a Partial Tuition and Housing Refund,True,False,False,True
Release or Home Confinement for Federal Prisoners from COVID-19 Coronavirus,True,False,False,True
COVID-19 : Non à la fermeture du Parc Oméga !,True,False,False,True
Close School I dont want covid 19,True,True,True,True
Close USF campus due to the COVID-19 (coronavirus),True,True,True,True
Stop Missouri's DESE From Spending CARES Act Funding on a Standardized Test,False,False,False,False
Petition to ask Philippines Senator Koko Pimentel to resign.,False,False,False,False
Close Douglas County Schools due to COVID-19,True,True,True,True
Close South Coast Plaza Mall - Stop Covid-19,True,True,True,True
Request To Make NOVA Spring 2020 Classes Pass/Fail An Option Due to COVID-19,True,True,False,True
"Diabetes to be added in Clinically Extreme Vulnerable ""Shielding"" list for COVID 19",False,False,False,False
"Protect Haida Gwaii, and North and Central Coasts - Restrict Non-Essential Travel Now",True,False,False,True
Free and voluntary COVID-19 testing for front-line Nurses in Ghana once every week.,False,False,False,False
Open House Ban During Covid-19,True,True,True,True
URGENT: PROTECT OKLAHOMA'S INMATES FROM COVID-19 BY REDUCING OVERCROWDING,True,False,False,False
ALL colleges TEST OPTIONAL for Fall 2020 applications amid COVID-19 pandemic,True,True,False,True
Postpone UPSC CSE Prelims 2020 to August '20 amidst COVID 19 pandemic,False,True,True,True
