text,annotation_43,annotation_44,annotation_45,annotation_46
Ask Gov. Polis to announce a COVID-19 Relief Package for Food & Bev,False,False,False,False
Stop Exposing Sanitation Workers through Open Bin Garbage Collection,False,False,False,False
Shut down and clean Amazon facilities that test positive for COVID-19 EWR9,False,False,False,False
Illinois for Remote Learning,False,False,False,False
Pay the £500 bonus to all Scottish healthcare workers,False,False,False,False
LAX Employee Busses & COVID-19 Precautions,False,False,False,False
"Help St John become fully funded, it's a travesty they aren't already!",False,False,False,False
International healthcare workers to be able to relocate overseas with minimal ielts hussle,False,False,False,False
Pay the Student Nurses and Midwives,False,False,False,False
Suppression totale des prélèvements CARMF pendant la durée de la crise Covid,False,False,False,False
Shut Down UVIC and Keep Students Safe,False,False,False,False
DO NOT OPEN OUR SCHOOLS DURING COVID-19 CRISIS,False,False,False,False
The Iranian people suffering from Coronavirus; Lift All Medical Sanctions Now,False,False,False,False
NOW! Support House Resolution 151 to protect AAPI communities from hate and bias attacks.,False,False,False,False
Hundred of Myanmar doctors are in turmoil for UK job/exams due to closure of local VFS,False,False,False,False
GOV. BROWN: OPEN POOLS IN OREGON TO COMPETITIVE SWIMMERS IN PHASE 1,False,False,False,False
Request to Make NC A&T Spring 2020 Courses Pass/Fail due to COVID-19,False,False,False,False
De-Densify Cornell's Ithaca Campus By Rescinding Jessica Zhang '24 Acceptance,False,False,False,False
#FlattenTheCurve: Order Stricter Implementation of “Work From Home” in Companies,False,False,False,False
GYMS VS. THE STATE OF ALABAMA,False,False,False,False
A law to close entertainment venues during the COVID-19 outbreak to safeguard jobs.,False,False,False,False
Keep Doulas in the Hospital Supporting Moms during COVID-19,False,False,False,False
Cancellation of final year exams as the risk of Covid 19 spread have increased.,False,False,False,False
"Pettion to Allow for Outdoor, Socially Distanced Workouts",False,False,False,False
"In wake of COVID-19 slowdown, guarantee the American people a Universal Basic Income",False,False,False,False
Cancel Rent and Mortgage Payments during Covid-19,False,False,False,False
HOLD INDIA ACCOUNTABLE FOR HUMAN RIGHTS VIOLATIONS IN KASHMIR,False,False,False,False
Change USF Class Grading to Mandatory Pass/Fail for Spring 2020  Due to COVID-19,False,False,False,False
Urgent resources for COVID-19 in Indigenous Communities,False,False,False,False
Petition to reconsider the decision of eliminating the University of Hartford Spirit teams,False,False,False,False
FLORIDA PRISONERS COVID-19,False,False,False,False
$2000/month to every American #moneyforthepeople #covid19,False,False,False,False
Ontario needs to allow salons to open before they lose their businesses!,False,False,False,False
Temporary Hazard Pay For Grocery Workers During COVID-19 Pandemic,False,False,False,False
BAME LEADERSHIP: A DEMAND FOR A COVID-19 RACE EQUALITY STRATEGY,False,False,False,False
Force Banks to Give Mortgage & Payment Holiday,False,False,False,False
Bring back Maldivians stranded in Malaysia due to Covid 19,False,False,False,False
Require masks in grocery stores to fight COVID-19,False,False,False,False
Access to Covid-19 swabbing for symptomatic NHS and frontline emergency services,False,False,False,False
"AirAsia Should Refund Its’ Customers with Cash Refund, or at least Provide The Options",False,False,False,False
Unmask our children,False,False,False,False
Improve the Mobile Network : Fix Minimum 4G Internet Speed,False,False,False,False
Create a reopening plan that allows internationals to stay in the U​.​S.,False,False,False,False
Audit PMCARES FUND,False,False,False,False
Atlanta Spa Shooting of Asian Women is a Hate Crime,False,False,False,False
"Extenuating Circumstances for international students, University of Surrey",False,False,False,False
"Smithfield has case of COVID-19 in facility in Sioux Falls SD, should shut down for 2 week",False,False,False,False
Close Surrey School District's schools due to Coronavirus spread,False,False,False,False
Make school covid-19 safe,False,False,False,False
Stop the Corona Virus: Close the New Zealand borders: Save the local economy,False,False,False,False
Don’t force students to physically attend school on May 16 in New Jersey.,False,False,False,False
Shutdown PartyTown Guelph to prevent the spread of COVID-19,False,False,False,False
Priority covid-19 testing for healthcare workers with symptoms,False,False,False,False
Africa WILL NOT be the testing ground for the Covid-19 vaccine,False,True,True,True
Shut Down Alabama,False,False,False,False
Save the Graffiti Highway,False,False,False,False
Compensation for Covid-19 fedEx Ground Drivers.,False,False,False,False
Cancel AHSEC board exam,False,False,False,False
Prepping for Tourism Re-Opening to Avoid a COVID-19 Hotspot at Laniakea Beach,False,False,False,False
"Declaration for Change:
Families Advocating for Compassionate Eldercare (FACE)",True,False,False,False
Suspend Boston Exam School Admissions Testing for One Year!,False,False,False,False
Corona-Schutz für Obdachlose - sofortige Unterbringung benötigt!,False,False,False,False
Covid-19 Impfung für Schwangere!,False,False,False,False
STOP the Construction of a New Hog Confinement in Poweshiek! Save Our Air and Water!,False,False,False,False
Temporary Moratorium on Evictions Due to COVID-19 Financial Hardships,False,False,False,False
Cancel Utility Payments for Belizean Households,False,False,False,False
Extended Temporary bonus COVID-19 Pay,False,False,False,False
Dentistry in South Africa needs your help after the COVID-19 pandemic!,True,False,False,False
Food companies need to set purchase limits!,False,False,False,False
NHS Payrise post Covid - 19,False,False,False,False
Subir el limite en los ayudas de alquilar,False,False,False,False
Protect our Healthcare workers during the COVID-19 War!,False,False,False,False
Personal protective equipment (PPE) is essential to protect health care workers,False,False,False,False
Close Schools during the COVID-19 pandemic,False,False,False,False
Immediate Relief for Rent/Mortgage/Utility Bills in Michigan due to COVID-19,False,False,False,False
Loan forgiveness for nurses actively working during Covid -19,False,False,False,False
Get lawmakers to take action on homelessness,False,False,False,False
India can defeat COVID-19 with more investments in nutrition,False,False,False,False
Banks should freeze mortgage to survive the current COVID-19 shutdown.,False,False,False,False
Save weddings & events! Create an Advisory Group to consult on safely reopening Ohio,False,False,False,False
Stop the immigration ban of Doctors and Nurses and lift the deployment ban for HCWs,False,False,False,False
Allow 17 Year Olds to Receive Their Driver's License In New Jersey Without The Road Test,False,False,False,False
Second chance for seniors!,False,False,False,False
Elderly Woman Battling Breast Cancer Needs Urgent Commutation of Sentence,False,False,False,False
Federal Assistance for Regional Airlines,False,False,False,False
Close Beaverton School District COVID 19,False,False,False,False
Allow Ontario's young athletes a safe return to sports,False,False,False,False
Postponement of GATE 2021 exam due to pandemic situations,False,False,False,False
ECFMG Certification without Step 2 CS,False,False,False,False
Fair treatment of freelance artists during the COVID-19 crisis,False,False,False,False
temporary close campus due to concerns of coronavirus(COVID-19),False,False,False,False
Reform of the Dental Council of New Zealand,False,False,False,False
Arizona Suspend mortgage/rent and utility bills during mandatory Coronavirus shut down,False,False,False,False
#CloseCrownCasino during the Coronavirus Pandemic,False,False,False,False
COVID-19: Demand Serious Action on Health Crisis!,False,False,False,False
"Lakehead, Help Students During COVID-19",False,False,False,False
Utah: Slow the COVID-19 Spread with Mandatory Masks,False,False,False,False
Force Dillard’s to close their Doors,False,False,False,False
Make July 2021 Graduation Happen for Uni of Liverpool Students!,False,False,False,False
Clear the California DMV Backlog: Allow Licensed Driving Instructors to Approve Drivers,False,False,False,False
Reunir fondos para llevar a mi mamá a un hospital particular para que la atiendan,False,False,False,False
Shut down schools in VVSD 365u due to COVID-19,False,False,False,False
"DEAR PRESIDENT UHURU, WE CAN'T BREATH!",False,False,False,False
Open the QLD border to postcodes that have no active cases! Zero Covid = Not a hotspot!,False,False,False,False
Cancellation of ib exams for generations 2020 2021,False,False,False,False
"Suspend Rent, Mortgage, & Utility Payments During the Covid-19 (coronavirus) Pandemic",False,False,False,False
Appeal to reduce university tuition in JA now that classes are online amidst COVID-19,False,False,False,False
Demanding Hazard Pay for Instacart Workers: The Frontline of COVID-19,False,False,False,False
Free parking for hospital staff during COVID-19 pandemic in Canada.,False,False,False,False
CERB Must Include Students and Seasonal Workers Unable to find Work,False,False,False,False
Stop Increasing Rent During COVID-19,False,False,False,False
More medical supplies needed,False,False,False,False
Slow/Stop Spread of COVID-19 in Milpitas (@WeAsk2Mask),False,False,False,False
WCPSS Ignoring Parents: Tables Still Cleaned With Water Only,False,False,False,False
"Keith Rowley, Fire Yourself!",False,False,False,False
COVID-19: Please allow parents to keep school children at home without repercussions,False,False,False,False
No! to Miramar Furlough,False,False,False,False
Help International Students return to Australia before 2021!,False,False,False,False
Eat Healthy. Avoid pork and scavenger meat - it makes you sick.,False,False,False,False
Protect our migrant workers from Covid-19,False,False,False,False
COVID 19 AND CANCELLED FLIGHTS,False,False,False,False
Require Frequent COVID-19 Testing at Villanova,False,False,False,False
Help stop the destruction of 400 million-year-old Ainslie Volcanics,False,False,False,False
Postpone or cancel VTU semester exams due to COVID-19 fears.,False,False,False,False
Stop the demolition of the Monument of Anti-Chico Dams Struggle Heroes,False,False,False,False
Make Northeastern University a Sanctuary Campus,False,False,False,False
"LMU, do right by your students.",False,False,False,False
St. James Town Urgently Needs Space for Food Security,False,False,False,False
Protect the arts from economic devastation following COVID-19 closures,False,False,False,False
Don’t relax lockdown until the NHS has sufficient supplies of PPE,False,False,False,False
"CANCEL BOARD EXAMS! 
HEALTH>>EXAMS",False,False,False,False
Get all school staff and nurseries vaccinated over Feb half term so schools can reopen,True,True,True,True
"Vote of no confidence in Willie Walsh, Alex Cruz & the British Airways Board",False,False,False,False
Covid-19 vs. Prisoners,False,False,False,False
Close all New Jersey schools due to COVID-19 virus,False,False,False,False
Launch a COVID-19 Vaccination Program for the West Bank and the Gaza Strip,False,False,True,True
Local Fire Sirens - should be heard!!,False,False,False,False
SAVE THE PORTLAND CHILDREN'S MUSEUM,False,False,False,False
6 Demands from NHS staff to help us tackle Coronavirus,False,False,False,False
Make 0% Interest Student Loans Permanent,False,False,False,False
Full Lockdown from government of Malaysia due to Covid 19 spreading.,False,False,False,False
"Support fair pay for NZ's aged care nurses - PETITION CLOSED WE REACHED 15,000! THANKS!",False,False,False,False
Rollins College's Spring Semester changed to PASS/FAIL grades due to COVID-19,False,False,False,False
RESCHEDULING OF IIE GRADUATION,False,False,False,False
Justice for 89-year-old Asian American Hate Crime Victim,False,False,False,False
India - Immediately Designate Private Hospitals as COVID Govt Hospitals Until COVID clears,False,False,False,False
Save the saviors,False,False,False,False
Save John Lewis Peterborough,False,False,False,False
Reduce the 4700 rm quarantine charges or home quarantine for international students.,False,False,False,False
Shut Down All B​.​C Schools Due To Covid-19,False,False,False,False
Hold Town Sports International Holdings financially liable for holding accounts COVID-19,False,False,False,False
Reduce OSU tuition-and-fees cost in response to COVID-19 and remote learning changes,False,False,False,False
Government must honor Doctors & Frontline Workers who died as Covid Warriors with medals.,False,False,False,False
RECALL TEXAS GOVERNOR GREG ABBOTT,False,False,False,False
A second stimulus check for Americans!,False,False,False,True
"COVID-19 Single parents and guardians of minors must not work, the government must cover t",False,False,False,False
Rapid testing for COVID-19,False,False,False,True
uOttawa Make Pass/Fail an Option for Classes the Winter Semester due to COVID,False,False,False,False
Null and void the Premier League,False,False,False,False
Free public transport for NHS staff to accompany 1% pay rise,False,False,False,False
PM please give immediate COVID Insurance cover to all NHS staff,False,False,False,False
SAY NO TO OSHA PROPOSED PERMANENT RULE,False,False,False,False
(NTU) - Viewing of results before deciding to S/U,False,False,False,False
