text,annotation_43,annotation_44,annotation_45,annotation_46
Suspend Boston Exam School Admissions Testing for One Year!,True,False,False,False
Corona-Schutz für Obdachlose - sofortige Unterbringung benötigt!,True,True,True,False
Covid-19 Impfung für Schwangere!,False,False,False,False
STOP the Construction of a New Hog Confinement in Poweshiek! Save Our Air and Water!,True,False,False,False
Temporary Moratorium on Evictions Due to COVID-19 Financial Hardships,True,False,True,False
Cancel Utility Payments for Belizean Households,True,True,True,False
Extended Temporary bonus COVID-19 Pay,True,False,False,False
Dentistry in South Africa needs your help after the COVID-19 pandemic!,False,False,False,False
Food companies need to set purchase limits!,True,False,True,False
NHS Payrise post Covid - 19,True,False,False,False
Subir el limite en los ayudas de alquilar,True,False,False,False
Protect our Healthcare workers during the COVID-19 War!,True,False,False,False
Personal protective equipment (PPE) is essential to protect health care workers,False,False,False,False
Close Schools during the COVID-19 pandemic,True,True,True,True
Immediate Relief for Rent/Mortgage/Utility Bills in Michigan due to COVID-19,True,False,False,False
Loan forgiveness for nurses actively working during Covid -19,True,False,False,False
Get lawmakers to take action on homelessness,False,False,False,False
India can defeat COVID-19 with more investments in nutrition,False,False,False,False
Banks should freeze mortgage to survive the current COVID-19 shutdown.,True,False,True,True
Save weddings & events! Create an Advisory Group to consult on safely reopening Ohio,True,False,True,True
Stop the immigration ban of Doctors and Nurses and lift the deployment ban for HCWs,True,False,False,False
Allow 17 Year Olds to Receive Their Driver's License In New Jersey Without The Road Test,False,False,True,False
Second chance for seniors!,True,False,False,False
Elderly Woman Battling Breast Cancer Needs Urgent Commutation of Sentence,False,False,False,False
Federal Assistance for Regional Airlines,True,False,False,False
Close Beaverton School District COVID 19,True,True,True,True
Allow Ontario's young athletes a safe return to sports,True,False,True,False
Postponement of GATE 2021 exam due to pandemic situations,True,False,True,True
ECFMG Certification without Step 2 CS,True,False,False,False
Fair treatment of freelance artists during the COVID-19 crisis,True,False,False,True
temporary close campus due to concerns of coronavirus(COVID-19),True,True,True,True
Reform of the Dental Council of New Zealand,True,False,False,False
Arizona Suspend mortgage/rent and utility bills during mandatory Coronavirus shut down,True,True,True,True
#CloseCrownCasino during the Coronavirus Pandemic,True,True,True,True
COVID-19: Demand Serious Action on Health Crisis!,False,False,False,False
"Lakehead, Help Students During COVID-19",True,False,False,False
Utah: Slow the COVID-19 Spread with Mandatory Masks,False,False,False,False
Force Dillard’s to close their Doors,True,False,False,False
Make July 2021 Graduation Happen for Uni of Liverpool Students!,True,False,False,True
Clear the California DMV Backlog: Allow Licensed Driving Instructors to Approve Drivers,True,False,False,False
Reunir fondos para llevar a mi mamá a un hospital particular para que la atiendan,False,False,False,False
Shut down schools in VVSD 365u due to COVID-19,True,True,True,True
"DEAR PRESIDENT UHURU, WE CAN'T BREATH!",True,False,False,False
Open the QLD border to postcodes that have no active cases! Zero Covid = Not a hotspot!,True,False,True,True
Cancellation of ib exams for generations 2020 2021,True,False,False,False
"Suspend Rent, Mortgage, & Utility Payments During the Covid-19 (coronavirus) Pandemic",True,False,True,False
Appeal to reduce university tuition in JA now that classes are online amidst COVID-19,True,False,True,True
Demanding Hazard Pay for Instacart Workers: The Frontline of COVID-19,True,False,False,False
Free parking for hospital staff during COVID-19 pandemic in Canada.,True,False,False,False
CERB Must Include Students and Seasonal Workers Unable to find Work,True,False,False,False
Stop Increasing Rent During COVID-19,True,False,False,False
More medical supplies needed,False,False,False,False
Slow/Stop Spread of COVID-19 in Milpitas (@WeAsk2Mask),True,False,False,False
WCPSS Ignoring Parents: Tables Still Cleaned With Water Only,False,False,False,False
"Keith Rowley, Fire Yourself!",True,False,False,False
COVID-19: Please allow parents to keep school children at home without repercussions,True,False,True,False
No! to Miramar Furlough,True,False,False,False
Help International Students return to Australia before 2021!,True,False,True,False
Eat Healthy. Avoid pork and scavenger meat - it makes you sick.,False,False,False,False
Protect our migrant workers from Covid-19,True,False,False,False
COVID 19 AND CANCELLED FLIGHTS,True,False,True,True
Require Frequent COVID-19 Testing at Villanova,False,False,False,False
Help stop the destruction of 400 million-year-old Ainslie Volcanics,True,False,False,False
Postpone or cancel VTU semester exams due to COVID-19 fears.,True,False,False,True
Stop the demolition of the Monument of Anti-Chico Dams Struggle Heroes,False,False,False,False
Make Northeastern University a Sanctuary Campus,True,False,False,False
"LMU, do right by your students.",True,False,False,False
St. James Town Urgently Needs Space for Food Security,True,False,False,False
Protect the arts from economic devastation following COVID-19 closures,True,True,True,True
Don’t relax lockdown until the NHS has sufficient supplies of PPE,True,True,True,True
"CANCEL BOARD EXAMS! 
HEALTH>>EXAMS",True,False,False,True
Get all school staff and nurseries vaccinated over Feb half term so schools can reopen,False,False,True,False
"Vote of no confidence in Willie Walsh, Alex Cruz & the British Airways Board",False,False,False,False
Covid-19 vs. Prisoners,True,False,False,False
Close all New Jersey schools due to COVID-19 virus,True,True,True,True
Launch a COVID-19 Vaccination Program for the West Bank and the Gaza Strip,True,False,False,False
Local Fire Sirens - should be heard!!,True,False,False,False
SAVE THE PORTLAND CHILDREN'S MUSEUM,True,False,False,False
6 Demands from NHS staff to help us tackle Coronavirus,True,False,False,False
Make 0% Interest Student Loans Permanent,True,False,False,False
Full Lockdown from government of Malaysia due to Covid 19 spreading.,True,True,True,True
"Support fair pay for NZ's aged care nurses - PETITION CLOSED WE REACHED 15,000! THANKS!",False,False,False,False
Rollins College's Spring Semester changed to PASS/FAIL grades due to COVID-19,True,True,True,True
RESCHEDULING OF IIE GRADUATION,True,False,False,False
Justice for 89-year-old Asian American Hate Crime Victim,True,False,False,False
India - Immediately Designate Private Hospitals as COVID Govt Hospitals Until COVID clears,False,False,True,False
Save the saviors,True,False,False,False
Save John Lewis Peterborough,True,False,False,False
Reduce the 4700 rm quarantine charges or home quarantine for international students.,True,False,False,False
Shut Down All B​.​C Schools Due To Covid-19,True,False,True,False
Hold Town Sports International Holdings financially liable for holding accounts COVID-19,True,True,True,False
Reduce OSU tuition-and-fees cost in response to COVID-19 and remote learning changes,True,False,True,True
Government must honor Doctors & Frontline Workers who died as Covid Warriors with medals.,False,False,False,False
RECALL TEXAS GOVERNOR GREG ABBOTT,True,False,False,False
A second stimulus check for Americans!,True,True,True,False
"COVID-19 Single parents and guardians of minors must not work, the government must cover t",False,False,False,False
Rapid testing for COVID-19,False,False,False,False
uOttawa Make Pass/Fail an Option for Classes the Winter Semester due to COVID,True,False,True,False
Null and void the Premier League,False,False,True,False
Free public transport for NHS staff to accompany 1% pay rise,True,False,False,False
PM please give immediate COVID Insurance cover to all NHS staff,True,False,False,False
SAY NO TO OSHA PROPOSED PERMANENT RULE,True,False,False,False
(NTU) - Viewing of results before deciding to S/U,True,False,False,False
